Product code;Language;Vendor;Images;Price;Quantity;Description
"I0086KA0W2";"en";"CS-Cart";"https://is2or.com/images/detailed/0/700-red-front-png13286885734f322dbde9ae7.jpg";"359.00";"12";"<p>Nokia 700 - Experience the thinnest and most compact Nokia touch Smartphone (L=4.33"", W=1.97"", Thickness=.38"", Weight=.21 lbs.). Stay connected with friends and family with a compact and elegant device. Slim and sustainable elegance fits perfectly in your hand. Fresh and fast new Nokia UI delivers what you need when you need it. Personalize your multiple home screens with different sized widgets. Browsing experience like on your desktop PC. Choose from thousands of apps. Sharing pictures and pairing accessories has never been so easy. You can effortlessly share your photos and videos with NFC. Tap and access information and benefits from NFC tags placed in stores and public places. Crisp and Clear display makes it look almost as if the icons are painted on the surface of the handset with Vibrant colors and sharp contrasts indoors and outdoors, day or night. Extensive use of recycled metals, bio plastics and bio paint makes this the most Nokia Smartphone ever.</p>"
"U008775P3X";"en";"CS-Cart";"https://is2or.com/images/detailed/0/2817655.jpg";"19.99";"12";"<p></p><p>Studio: Warner Home Video</p><p>Packaging Type: Wii</p><p>Synopsis:</p><p>Cookie Monster and Big Bird will guide you through festive numbers games and teach you all about counting at the greatest Carnival of Numbers! Play fun games in the many areas of the carnival such as the Grandstand, Rides, Petting Zoo, Concession Stand, Theater, and the Arcade.</p>"
"E0088Z4YB8";"en";"CS-Cart";"https://is2or.com/images/detailed/0/3086390.jpg";"39.99";"11";"<p> </p><p>Studio: Warner Home Video</p><p>Packaging Type: PS3</p><p>Genre: Action/Adventure, Racing</p><p>Synopsis:</p><p>In The Lord of the Rings: War in the North, players will experience an unrivaled Co-Op based Action/RPG gameplay experience – banding together on an untold journey to defeat the Dark Lord Sauron’s forces and turn the tide in the War of the Ring.</p><p> </p>"
"O0089OKQAX";"en";"CS-Cart";"https://is2or.com/images/detailed/0/2954384.jpg";"19.99";"12";"<p></p><p>Studio: Warner Home Video</p><p>Packaging Type: PS3</p><p>Genre: Action/Adventure</p>"
"Y0090CLU50";"en";"CS-Cart";"https://is2or.com/images/detailed/0/1000202232_f.jpg";"19.99";"11";"<p></p><p>Studio: Warner Bros.</p><p>Packaging Type: PS3</p><p>Genre: GAME</p><p>Synopsis:</p><p>As a specialized soldier in the elite squad, First Encounter Assault Recon (F.E.A.R.), you must uncover the mystery of Armacham’s current operations, reassemble the lost F.E.A.R. and Delta teams, and stop the powerful paranormal entity, Alma, before she releases the most unimaginable horror into this world.</p>"
"W00918CYVW";"en";"CS-Cart";"https://is2or.com/images/detailed/0/102337_l.ashx.jpg///https://is2or.com/images/detailed/0/102337_890x364_01.ashx.jpg///https://is2or.com/images/detailed/0/102337_890x364_02.ashx.jpg///https://is2or.com/images/detailed/0/102337_890x364_03.ashx.jpg///https://is2or.com/images/detailed/0/102337_890x364_04.ashx.jpg///https://is2or.com/images/detailed/9/102337_890x364_01.ashx.jpg///https://is2or.com/images/detailed/9/102337_890x364_02.ashx.jpg///https://is2or.com/images/detailed/9/102337_890x364_03.ashx.jpg///https://is2or.com/images/detailed/9/102337_890x364_04.ashx.jpg";"10700.00";"1";"<p>43 mm watch with stainless steel case, Montblanc Calibre MB R200,  monopusher chronograph with automatic winding, anthracite-coloured dial  with applique hour circle, date display, second time zone with day/night  display, chronograph counters with rotating discs.</p>"
"I00927PN4T";"en";"CS-Cart";"https://is2or.com/images/detailed/0/101551_l.ashx.jpg///https://is2or.com/images/detailed/0/101551_890x364_01.ashx.jpg///https://is2or.com/images/detailed/0/101551_890x364_02.ashx.jpg///https://is2or.com/images/detailed/0/101551_890x364_03.ashx.jpg///https://is2or.com/images/detailed/9/101551_890x364_01.ashx.jpg///https://is2or.com/images/detailed/9/101551_890x364_02.ashx.jpg///https://is2or.com/images/detailed/9/101551_890x364_03.ashx.jpg";"3225.00";"2";"<p>42 mm stainless steel watch with black dial, red-gold plated hands and  numerals, automatic movement, date display, black alligator-skin strap</p>"
"Y0093T69G8";"en";"CS-Cart";"https://is2or.com/images/detailed/0/2423577.jpg";"19.99";"14";"<p></p><p>Studio: Warner Home Video</p><p>Run Time: 1 minutes</p><p>Packaging Type: XBOX 360 Amaray</p><p>Genre: Party</p><p>Synopsis:</p><p>The popular movie trivia game franchise now launches its 3rd video game edition across all consoles with even more movie clips, feature-rich content, new mini-games, a dynamic visual package, DLC support, and four-player multiplayer.</p>"
"A0094VY6U3";"en";"CS-Cart";"https://is2or.com/images/detailed/0/1000176186_f.jpg";"59.99";"21";"<p></p><p>Studio: Warner Home Video</p><p>Packaging Type: XBOX 360 Amaray</p><p>Genre: Action/Adventure</p><p>Synopsis:</p><p>The city's greatest heroes and villains collide within the diseased heart of Gotham.</p>"
"S0095VELIH";"en";"CS-Cart";"https://is2or.com/images/detailed/0/2832686.jpg";"19.99";"24";"<p></p><p>Studio: Warner Home Video</p><p>Packaging Type: Wii</p><p>Genre: Puzzle</p><p>Synopsis:</p><p>Get off the couch and get ready for the party as Game Party: In Motion turns your living room into the ultimate fun filled arcade. Grab your friends and family and jump right into the action as you use the motion of your entire body to play 16 exciting games. Throw a football at moving targets as you dodge an oncoming rusher or toss ringers in a game of horseshoes. Game Party: In Motion lets family and friends alike connect, play and get things moving!</p>"
"C0096T88CH";"en";"CS-Cart";"https://is2or.com/images/detailed/0/1000235553_f.jpg";"99.99";"4";"<p></p><p>Studio: Warner Home Video</p><p>Packaging Type: XBOX 360 Amaray</p><p>Genre: Action/Adventure</p><p>Synopsis:</p><p>The city's greatest heroes and villains collide within the diseased heart of Gotham.</p>"
"T0097H98EI";"en";"CS-Cart";"https://is2or.com/images/detailed/0/1000156676_f.jpg";"14.99";"25";"<p></p><p>Studio: Warner Bros.</p><p>Theatrical Release Date: 07/14/2011</p><p>Special Features:</p><p>- Disc 1 (Blu-ray): Feature Film and Maximum Movie Mode</p><p>- Disc 2 (Blu-ray): Special Features</p><p>- Disc 3: (DVD): Standard definition version of the film Also includes an UltraViolet Digital Copy for Instant Streaming (redeemed</p><p>via in-packed insert)</p><p> </p><p>• Maximum Movie Mode hosted by Matthew Lewis (Neville Longbottom) and other cast members - As the epic showdown between Harry</p><p>Potter and Lord Voldemort approaches, don’t miss a single detail as the forces of Good and Evil clash one final time throughout the</p><p>grounds of Hogwarts.</p><p>• A Conversation with JK Rowling and Daniel Radcliffe - Join J.K. Rowling and Daniel Radcliffe for an exclusive conversation</p><p>about bringing the character of Harry Potter to life, the last decade of films and how their lives have changed by the fame that</p><p>they’ve both experienced.</p><p>• The Goblins of Gringotts - Hosted by Warwick Davis, you’ll see the entire process of becoming a goblin” on a Harry Potter</p><p>film, from auditions and casting to makeup and prosthetic tests as well as filming the final scenes.</p><p>• The Women of Harry Potter – A look at the remarkable women in Harry Potter’s life and the critical role they play in the</p><p>films.</p><p>• Warner Bros. Leavesden Studios Sneak Peek</p><p>• Deleted Scenes </p><p> </p><p>Packaging Type: O-Sleeve 3-disc Elite BD Case</p><p>Copyright:</p><p>© 2011 Warner Bros. Ent. Harry Potter Publishing Rights © J.K.R. Harry Potter characters, names and related indicia are trademarks of and © Warner Bros. Ent. All Rights Reserved.</p><p>Genre: Drama, Fantasy Adventure, Mystery</p><p>Synopsis:</p><p>In the epic finale, the battle between the good and evil forces of the wizarding world escalates into an all-out war. The stakes have never been higher and no one is safe. But it is Harry who may be called upon to make the ultimate sacrifice as he draws closer to the climactic showdown with Lord Voldemort. It all ends here.</p>"
"E011296HKW";"en";"CS-Cart";"https://is2or.com/images/detailed/0/2419089.jpg";"8.99";"17";"<p></p><p>Studio: Warner Bros.</p><p>Theatrical Release Date: 12/14/1939</p><p>Run Time: 238 minutes</p><p>Special Features:</p><p>Commentary by Historian Rudy Behlmer</p><p> </p><p>Mail-in poster offer</p><p>Media Quantity: Multi D</p><p>Packaging Type: Double Eco Amaray Case</p><p>Copyright:</p><p>GONE WITH THE WIND, its characters and elements are trademarks of Turner Entertainment Co. & The Stephens Mitchell Trusts. © Turner Entertainment Co.</p><p>Genre: Classic, Drama, Romance</p><p>Synopsis:</p><p>Period romance. War epic. Family saga. Popular fiction adapted with crowd-pleasing brilliance. Star acting aglow with charisma and passion. Moviemaking craft at its height. These are sublimely joined in the words Gone with the Wind. This dynamic and durable screen entertainment of the Civil War-era South comes home with the renewed splendor of a New 70th-Anniversary Digital Transfer capturing a higher-resolution image from Restored Picture Elements than ever before possible. David O. Selznick’s monumental production of Margaret Mitchell’s Pulitzer Prize-winning book can now enthrall new generations of home viewers with a majestic vibrance that befits one of Hollywood’s greatest achievements.</p>"
"P011376198";"en";"CS-Cart";"https://is2or.com/images/detailed/0/i677_600x600_xlarge_cf.jpg///https://is2or.com/images/detailed/0/i677_600x600_xlarge_bk.jpg///https://is2or.com/images/detailed/0/i677_600x600_xlarge_cl.jpg///https://is2or.com/images/detailed/0/i677_600x600_xlarge_cr.jpg///https://is2or.com/images/detailed/0/i677_600x600_xlarge_s1.jpg///https://is2or.com/images/detailed/9/i677_600x600_xlarge_bk.jpg///https://is2or.com/images/detailed/9/i677_600x600_xlarge_cl.jpg///https://is2or.com/images/detailed/9/i677_600x600_xlarge_cr.jpg///https://is2or.com/images/detailed/9/i677_600x600_xlarge_s1.jpg";"449.99";"1";"<p>The Samsung Focus Flash 4G mobile phone features Windows Phone 7.5 OS (Mango) and 4G speed for faster downloads and streaming. This 4G smartphone also includes a Super AMOLED touch screen for simple navigation of features, a rear-facing 5.0MP camera for still photos, a secondary front-facing camera for video chatting, and Bluetooth-compatibility for use with your favorite Bluetooth-enabled device. Plus, the Samsung Focus Flash 4G doubles as a mobile hotspot for up to 4 additional Wi-Fi enabled devices.</p>"
"V0100ZBORU";"en";"CS-Cart";"https://is2or.com/images/detailed/0/1000156675_f.jpg";"22.70";"22";"<p></p><p>Studio: Warner Bros.</p><p>Theatrical Release Date: 05/25/2011</p><p>Special Features:</p><p>- Now includes Instant Streaming with UltraViolet Digital Copy</p><p>MUST REDEEM DIGITAL COPY OFFER BY 12/06/2013</p><p>- ""Comedy Rhythm of Todd Phillips""</p><p>- ""Not Your Everyday Monkey""</p><p>- ""Bangkok Tour with Mr. Chow""</p><p>- Action Mash-Up</p><p>- Gag Reel</p><p>Packaging Type: O-Sleeve BD Case</p><p>Copyright:</p><p>© 2011 Warner Bros. Entertainment Inc. and Legendary Pictures. All Rights Reserved.</p><p>Genre: Comedy</p><p>Synopsis:</p><p>Phil (Bradley Cooper), Stu (Ed Helms), Alan (Zach Galifianakis) and Doug (Justin Bartha) travel to exotic Thailand for Stu's wedding. What could go wrong? Director Todd Phillips' explosively funny follow-up to his award-winning smash hit demonstrates that though what happens in Vegas may stay in Vegas, what happens in Bangkok can hardly be imagined!</p>"
"E01010TOGW";"en";"CS-Cart";"https://is2or.com/images/detailed/0/X3-02-white-front-png.jpg";"188.88";"12";"<p>Stay connected and keep yourself entertained wherever you roam with the sleek Nokia X3-02 unlocked GSM mobile phone. This stunning, touch-and-type phone features a keypad for easy messaging and a touch display for one-handed navigation. Touch and type is ideal for SMS and social networking where fast and frequent input is needed, while touch is ideal for functions such as setting alarms, smooth browsing and controlling applications like music and games.</p>"
"E01027HIDS";"en";"CS-Cart";"https://is2or.com/images/detailed/0/t049_210_11_017_00.jpg";"295.00";"5";"<p>Unrivaled best seller that is true to its name, the PR 100 is certainly precise and hugely popular.<br /> <br /> A combination of tradition with up-to-the-minute looks using quality  materials on the outside and Swiss reliability on the inside.  This  ironic watch family offers lady and gent sizes to prevent any rivalry,  although as far as style is concerned, the race is on!  The Swiss made  quartz ETA movement has battery end-of-life indicator, a scratch  resistant sapphire crystal and date indicator.  Features include a  stainless steel bracelet, a magnificent white dial, and water resistance  up to 100 meters.</p>"
"S0103G26P3";"en";"CS-Cart";"https://is2or.com/images/detailed/0/2980245.jpg";"23.99";"20";"<p></p><p>Studio: Warner Bros.</p><p>Screen Aspect: 16 X 9 FULL FRAME</p><p>Run Time: 1012 minutes</p><p>Episodes Info :</p><p>Olivia</p><p>The Box</p><p>The Plateau</p><p>Do Shapeshifters Dream of Electric Sheep?</p><p>Amber 31422</p><p>6955 kHz</p><p>The Abducted…</p><p>Entrada</p><p>Marionette</p><p>The Firefly</p><p>Reciprocity</p><p>Concentrate and Ask Again</p><p>Immortality</p><p>6 B</p><p>Subject 13</p><p>Os</p><p>Stowaway</p><p>Bloodline</p><p>Lysergic Acid Diethylamide</p><p>6:02 AM EST</p><p>The Last Sam Weiss</p><p>The Day We Died</p><p>Special Features:</p><p>Duality of Worlds: Four featurettes exploring The Other You, Visualizing an Alternate World, A Machine of Destiny and The Psychology</p><p>of Duality</p><p>Animating the “Lysergic Acid Diethylamide” Episode</p><p>Constructing an Extrasensory Soundscape</p><p>BLU-RAY EXCLUSIVE – Glimmer to the Other Side</p><p>Experience “Os” (Episode 316) in Selectable Maximum Episode Mode with Pop-Up Experience-Enhancing Commentaries and Featurettes</p><p>Commentary on “The Plateau” with Monica Owusu-Breen, Jeff Pinkner and Timothy Good</p><p>Commentary on “Lysergic Acid Diethylamide” with Jay Worth, Luyen Vu, and Tanya Swerling</p><p>Unusual Side Effects: Gag Reel</p><p>Trailers</p><p>Packaging Type: O-Sleeve BD Case</p><p>Subtitle Languages:</p><p>Danish</p><p>English SDH</p><p>Finnish</p><p>French</p><p>Norwegian</p><p>Portuguese</p><p>Spanish</p><p>Swedish</p><p>Copyright:</p><p>FRINGE and all related characters and elements are trademarks of and © Warner Bros. Entertainment Inc.</p><p>Genre: Drama, Television</p><p>Synopsis:</p><p>Immersive. Compelling. Hypnotic. Brilliantly imaginative. Endlessly thrilling. Pick your term. The mystery of the universes deepens in the critically acclaimed 22-episode third season of television’s most exciting sci-fi. The Fringe team escapes from the parallel universe – except for Olivia, trapped in the other world and replaced in ours by her double, who turns Peter and Olivia’s tentative relationship into a love affair. Then Olivia returns, bonds of trust fray, ever more bizarre and terrifying phenomena occur and secrets that stretch back to 1985 threaten to destroy our universe. Or theirs. “Fringe continues its hot streak known as Season 3. It’s been firing on all cylinders all season” (Andrew Hanson, LATimes.com).</p>"
"N0104CXAWS";"en";"CS-Cart";"https://is2or.com/images/detailed/0/3083326.jpg";"29.95";"15";"<p></p><p>Studio: Warner Bros.</p><p>Theatrical Release Date: 08/11/2011</p><p>Special Features:</p><p>- Now includes Instant Streaming with UltraViolet Digital Copy</p><p>MUST REDEEM DIGITAL COPY OFFER BY 12/27/2013</p><p>- Circle of Death</p><p>- Alternate Death Scenes</p><p>- Visual Effects of Death: Collapsing Bridge</p><p>- Visual Effects of Death: Airplane Crash</p><p>Packaging Type: O-Sleeve BD Case</p><p>Copyright:</p><p>© 2011 New Line Productions, Inc.</p><p>Genre: Horror</p><p>Synopsis:</p><p>Death is just as omnipresent as ever, and in Final Destination 5 it strikes again. During the bus ride to a corporate retreat, Sam (Nicholas D’Agosto) has a premonition in which he and most of his friends — as well as numerous others — die in a horrific bridge collapse. When his vision ends, events begin to mirror what he had seen, and he frantically ushers as many of his colleagues — including his friend, Peter (Miles Fisher), and girlfriend, Molly (Emma Bell) — away from the disaster before Death can claim them. But these unsuspecting souls were never supposed to survive, and in a terrifying race against time, the ill-fated group tries to discover a way to escape Death’s sinister agenda.</p>"
"M01052HXOG";"en";"CS-Cart";"https://is2or.com/images/detailed/0/Searay-white-Front-png.jpg";"169.99";"5";"<p>EASIER, FASTER, FUNNER<br /><br />The Nokia Lumia 800. One glance to see what everyone's up to.</p>"
"C0106D3GWB";"en";"CS-Cart";"https://is2or.com/images/detailed/0/E5-black-front-black-png13286888164f322eb054f4c.jpg";"179.99";"14";"<p>Discover more ways to stay connected with friends, family, business contacts and everyone important to you with the Nokia E5-00. It has everything you need to stay in touch with a variety of email and messaging options, while also helping you to take and share pics and videos, explore the web, connect through social networking, access work and personal email, navigate your day and more. The affordable Nokia E5 even manages to fit a full QWERTY keyboard into its compact, eye-catching design for quick and easy messaging on the go. Plus, there are plenty of features to make it the perfect business-focused device. Stay productive and stay in the loop with work no matter where you are with simple setup and access for your corporate email account. The Nokia E5 makes communicating with work a breeze with Mail for Exchange, the free, direct and secure corporate email solution that offers a robust desktop-like email experience right on your phone, with email, calendar, contacts and more. Plus, your work email shows up on your phone instantly, so you don’t have to wait for important emails. The Nokia E5 also features a fully integrated Microsoft Communicator Mobile client, to provide your mobile device the same great IM, contacts and usability that you enjoy on your computer. Keep in touch however you like with a variety of ways to connect to others with the Nokia E5. The home screen offers an easy visual way to view your contacts and makes it easy to organize the people you talk to most. The Nokia E5 also features one-click access to messaging as well as easy email setup and support for plenty of popular personal email services. The leading IM services have also been seamlessly integrated onto the phone. The Nokia E5 also offers free voice-guided navigation from Ovi Maps so you always know where you’re going. Plus customize your phone with thousands of available apps from Ovi Store. Connect with everyone and everything you want with the Nokia E5.</p>"
"F01072HXUI";"en";"CS-Cart";"https://is2or.com/images/detailed/0/03804_l.ashx.jpg";"465.00";"22";"<p>Platinum-plated money clip with black onyx inlay</p>"
"I0108TD8BL";"en";"CS-Cart";"https://is2or.com/images/detailed/0/2891878.jpg";"12.99";"31";"<p></p><p>Studio: Warner Bros.</p><p>Theatrical Release Date: 11/04/2010</p><p>Special Features:</p><p>- Deleted Scenes</p><p>- Action Mashup</p><p>- Too Many Questions Mashup</p><p>- Gag Reel</p><p>- ""Two and a Half Men"" Sequence featuring Ethan Tremblay</p><p>MUST REDEEM DIGITAL COPY OFFER BY 2/20/12</p><p>Packaging Type: Blue BD Case</p><p>Copyright:</p><p>© 2010 Warner Bros. Entertainment. All Rights Reserved.</p><p>Genre: Comedy</p><p>Synopsis:</p><p>From The Hangover director Todd Phillips, Due Date throws two unlikely companions together on a road trip that turns out to be as life-changing as it is outrageous. Expectant first-time father Peter Highman (Robert Downey Jr.) looks forward to his new child’s due date five days away. As Peter hurries to catch a flight home from Atlanta to be at his wife’s side for the birth, his best intentions go completely awry when an encounter with aspiring actor Ethan Tremblay (Zach Galifianakis) forces Peter to hitch a ride with Ethan on a cross-country trip that will ultimately destroy several cars, many friendships and Peter’s last nerve.</p>"
"C01099FRFC";"en";"CS-Cart";"https://is2or.com/images/detailed/0/101796_l.ashx.jpg";"140.00";"11";"<p>Stainless steel key ring with brown calf leather</p>"
"E01105O46P";"en";"CS-Cart";"https://is2or.com/images/detailed/0/1565865.jpg";"15.99";"13";"<p></p><p>Studio: Warner Bros.</p><p>Screen Aspect: 4 X 3 FULL FRAME</p><p>Media Quantity: Multi D</p><p>Packaging Type: Slipcase - Super Slim</p><p>Copyright:</p><p>TM & (c) Warner Bros. Entertainment Inc.</p><p>Genre: Black Theme or Star</p><p>Synopsis:</p><p>Based on Alex Haley's best-selling novel about his African ancestors, Roots followed several generations in the lives of a slave family. The saga began with Kunta Kinte (LeVar Burton), a West African youth captured by slave raiders and shipped to America in the 1700s. The family's saga is depicted up until the Civil War where Kunte Kinte's grandson gained emancipation. Roots made its greatest impression on the ratings and widespread popularity it garnered. On average, 130 million - almost half the country at the time - saw all or part of the series.</p>"
"F0111O12WW";"en";"CS-Cart";"https://is2or.com/images/detailed/0/2411125.jpg";"6.99";"15";"<p></p><p>Official Website: http://lastsamurai.warnerbros.com/</p><p>Studio: Warner Bros.</p><p>Theatrical Release Date: 12/04/2003</p><p>Screen Aspect: 16 X 9 LETTERBOX</p><p>Run Time: 154 minutes</p><p>Special Features:</p><p>Audio Commentary: Commentary by Edward Zwick</p><p>Deleted Scenes: The Beheading (Behind the Beheading)</p><p> </p><p>Algren and Katsumoto</p><p> </p><p>Documentaries: History vs. Hollywood: The Last Samurai {History Channel Documentary)</p><p>Featurette: Tom Cruise: A Warrior's Journey</p><p> </p><p>Edward Zwick: Director's Video Journal {Behind-the-scenes production journal - narrated by Ed Zwick and Tom Cruise</p><p> </p><p>A World of Detail: Production Design with Lilly Kilvert</p><p> </p><p>Silk and Armor: Costume Design with Ngila Dickson</p><p> </p><p>Imperial Army Basic Training: From Soldier to Samurai: The Weapons</p><p> </p><p> </p><p>Interviews: Making an Epic: A Conversation with Edward Zwick</p><p>Other: Japan Premieres {Tokyo & Kyoto red carpet)</p><p>Packaging Type: Eco Amaray Case</p><p>Subtitle Languages:</p><p>English</p><p>French</p><p>Spanish</p><p>Copyright:</p><p>© 2003 Warner Bros. Entertainment Inc. All Rights Reserved.</p><p>Genre: Action/Adventure, Drama, Period, War, WESTERN</p><p>Synopsis:</p><p>Epic Action Drama. Set in Japan during the 1870s, The Last Samurai tells the story of Capt. Nathan Algren (Tom Cruise), a respected American military officer hired by the Emperor of Japan to train the country's first army in the art of modern warfare. As the Emperor attempts to eradicate the ancient Imperial Samurai warriors in preparation for more Westernized and trade-friendly government policies, Algren finds himself unexpectedly impressed and influenced by his encounters with the Samurai, which places him at the center of a struggle between two eras and two worlds, with only his own sense of honor to guide him.</p><p>""Two Thumbs Up"" - EBERT & ROEPER </p><p> </p><p>""A stunning beautiful epic adventure"" - ROGER EBERT / EBERT & ROEPER </p><p> </p><p>""It's a spectacular epic. Tom Cruise is truly magnificent. - PAUL CLINTON / CNN </p><p> </p><p>""Ken Watanabe is magnetic and majestic."" - LISA SCHWARZBAUM / ENTERTAINMENT WEEKLY </p><p> </p><p>""The Last Samurai is a movie that demands our surrender"" - RICHARD SCHICKEL / TIME </p><p> </p><p>""Bold and daring. The battle scenes are astonishing!"" - JEFFREY LYONS / NBC </p><p> </p><p>""The Last Samurai' is a transfixing, majestic experience."" - GENE SHAL</p>"
"U0114N9X4E";"en";"CS-Cart";"https://is2or.com/images/detailed/0/1917865.jpg";"14.99";"9";"<p></p><p>Studio: Warner Bros.</p><p>Screen Aspect: 4 X 3 FULL FRAME</p><p>Episodes Info :</p><p>13 One-Hour Episodes</p><p> </p><p>Pilot</p><p>Slick</p><p>Prey for the Hunter</p><p>Three Birds and a Baby</p><p>Sins of the Mother</p><p>Primal Scream</p><p>Split</p><p>Lady Shiva</p><p>Nature of the Beast</p><p>Gladiatrix</p><p>Reunion</p><p>Feat of Clay</p><p>Devil's Eye</p><p>Special Features:</p><p>GOTHAM GIRLS SEASONS 1-3 - The animated web-based series featuring the</p><p>female heroes and rogues from Gotham City.</p><p>Media Quantity: Multi D</p><p>Packaging Type: VIVA 4 Disc 15mm Case</p><p>Genre: Drama, Television</p><p>Synopsis:</p><p>Who will stand up to villains now that a heartbroken Dark Knight has mysteriously vanished? Never fear, New Gothamites, a trio of champions is ready to take wing – and Helena, the daughter of Batman and Catwoman, is among them. She calls herself Huntress and crime is her prey. Teenaged Dinah is the youngest of the group, learning as she goes and gifted in clairvoyance. And overseeing the awesome threesome’s high-tech nerve center is Batgirl. Left wheelchair-bound by The Joker, she has reinvented herself as Oracle, the team’s cyber expert. Huntress, Dinah, Oracle: They are the Birds of Prey. Fighting together. Living together. And soaring into adventure together in 13 breathtaking live-action episodes.</p>"
"N0115R3FDX";"en";"CS-Cart";"https://is2or.com/images/detailed/0/CB-evolve.jpg";"4595.00";"15";"<p><span class=""content"">The all new 100mm travel Evolve sst.2 with ICT  Technology is dialed in to maintain the legendary efficiency, handling  and ride of a nimble full suspension cross country bike while harnessing  the rolling efficiency and feel of the 29"" wheel.  The NEW super formed  pivot integrated seat tube is lighter and stronger while the NEW  semi-integrated tapered head tube is stiffer and more responsive. </span></p>"
"P01160R6WH";"en";"CS-Cart";"https://is2or.com/images/detailed/0/1837696.jpg";"6.99";"20";"<p></p><p>fficial Website: <a title=""http://iamlegend.warnerbros.com/"" href=""http://iamlegend.warnerbros.com/"">http://iamlegend.warnerbros.com/</a></p><p>Studio: Warner Bros.</p><p>Theatrical Release Date: 12/13/2007</p><p>Screen Aspect: 16 X 9 LETTERBOX</p><p>Special Features:</p><p>4 awesome animated comics: Death as a gift, Isolation, Sacrificing the Few for the Many and Shelter</p><p>DVD-ROM PC weblink to intense bonus material databanki chronicling the movie's creation and exploring the history and current status</p><p>of life-threatening viral infections</p><p>Packaging Type: Amaray Case</p><p>Copyright:</p><p>(c) 2007 A Warner Bros. Entertainment Inc. All Rights Reserved</p><p>Genre: Action/Adventure, Drama, Horror, Sci-Fi/Fantasy</p><p>Synopsis:</p><p>Robert Neville is a brilliant scientist, but even he could not contain the terrible virus that was unstoppable, incurable, and man-made. Somehow immune, Neville is now the last human survivor in what is left of New York City and maybe the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone. Mutant victims of the plague -- The Infected -- lurk in the shadows... watching Neville's every move... waiting for him to make a fatal mistake. Perhaps mankind's last, best hope, Neville is driven by only one remaining mission: to find a way to reverse the effects of the virus using his own immune blood. But he knows he is outnumbered... and quickly running out of time.</p><p>""I Am Legend is mind-blowing excitement..."" Pete Hammond / Maxim</p>"
"C0117E8CC7";"en";"CS-Cart";"https://is2or.com/images/detailed/0/i515_400x400_large1_cf_1.jpg///https://is2or.com/images/detailed/0/i515_400x400_large1_cl.jpg///https://is2or.com/images/detailed/0/i515_400x400_large1_cr.jpg///https://is2or.com/images/detailed/0/i515_400x400_large1_cr13286900474f32337fcaa2a.jpg///https://is2or.com/images/detailed/0/i515_400x400_large1_s1.jpg///https://is2or.com/images/detailed/0/i515_400x400_large1_s2.jpg///https://is2or.com/images/detailed/0/i515_400x400_large1_bk_2.jpg///https://is2or.com/images/detailed/9/i515_400x400_large1_cl.jpg///https://is2or.com/images/detailed/9/i515_400x400_large1_cr.jpg///https://is2or.com/images/detailed/9/i515_400x400_large1_cr13286900474f32337fcaa2a.jpg///https://is2or.com/images/detailed/9/i515_400x400_large1_s1.jpg///https://is2or.com/images/detailed/9/i515_400x400_large1_s2.jpg///https://is2or.com/images/detailed/9/i515_400x400_large1_bk_2.jpg";"729.99";"10";"<p>Galaxy Nexus is the world's first phone with a 4.65"" high-definition  Super AMOLED display, making text, photos, videos and games look crisp,  vibrant and rich. With 1280x720 HD resolution, videos look amazing and  the unique Contour Display curves nicely to the shape of your face and  makes it easier to hold.</p>"
"H0118GRDLH";"en";"CS-Cart";"https://is2or.com/images/detailed/0/1000173538_f.jpg";"30.99";"35";"<p></p><p>Studio: Warner Bros.</p><p>Screen Aspect: 16 X 9 FULL FRAME</p><p>Run Time: 1012 minutes</p><p>Episodes Info :</p><p>Lazarus</p><p>Shield</p><p>Supergirl</p><p>Homecoming</p><p>Isis</p><p>Harvest</p><p>Ambush</p><p>Abandoned</p><p>Patriot</p><p>Luthor</p><p>Icarus</p><p>Collateral</p><p>Beacon</p><p>Masquerade</p><p>Fortune</p><p>Scion</p><p>Kent</p><p>Booster</p><p>Dominion</p><p>Prophecy</p><p>Finale Part 1</p><p>Finale Part 2</p><p>Special Features:</p><p>Commentaries on 2 Key Episodes</p><p>Unaired Scenes</p><p>Smallville: Coming Home: Cast and Creators Reflect on the Landmark 200th Episode Homecoming, in Which Clark Kent Experiences</p><p>Transformative Events on the Way to His Final Destiny</p><p>My Fathers, My Son: How Clark Kent’s Fathers/Son Relationships Evolved over the Series’ 10 Years</p><p>How Do We Do Music Video</p><p>Media Quantity: Multi D</p><p>Packaging Type: VIVA 6 Disc 25mm Case</p><p>Subtitle Languages:</p><p>Chinese</p><p>French</p><p>Portuguese</p><p>Spanish</p><p>Copyright:</p><p>SMALLVILLE and all related characters and elements are trademarks of and © DC Comics.</p><p>Genre: Drama, Television</p><p>Synopsis:</p><p>The series that redefines the origins of the world’s greatest hero reaches its powerful conclusion with more revelations, more fascinating characters from DC Comics lore and a mind-blowing, spirit-lifting finale that is everything fans could want. In this 22-Episode Season 10, super heroes emerge from the shadows, only to be driven underground by a public that labels them vigilantes. At the same time, otherworld forces of darkness gather, presenting Clark Kent with the greatest challenge of his young life. The world he calls home and the people he loves – including Lois Lane, who now shares his secret and his life – need a champion. They shall have one. Don’t miss all the hopes, heartaches and heroics of a final season to remember. They will lift you up, up and away.</p>"
