Product code,Language,Product id,Category,List price,Price,Weight,Quantity,Min quantity,Shipping freight,Ship downloadable,Inventory tracking,Product name,Description,Meta keywords,Meta description,Search words,Page title,Taxes,Features,Options,Secondary categories,Pay by points,Override points,Override exchange rate,SEO name,Short description,Status,Popularity,Vendor,Image URL,Images
prd1024,en,51,Electronics & Technology///Smartwatches & Wearables,858.75,858.75,2372,10,,0,N,,Amazfit Bip U,"Meet the Amazfit Bip U — a standout device that blends performance with practicality. Every unit has been reviewed for key functions, ensuring it runs smoothly and feels dependable from day one. Specs: Heart-rate monitor, step tracker, sleep tracking, notification sync, 1.4–1.6 inch AMOLED display, water resistant, compatible with iOS/Android. Ideal for multitasking, media consumption, or managing life on the move.",,,,,,,,,N,N,N,amazfit-bip-u,Amazfit Bip U – functional and in great shape. Tested and ready to go.,A,60,DundunShop,https://is2or.store/images/thumbnails/570/570/detailed/9/gsmarena_012.jpg,https://is2or.store/images/detailed/9/gsmarena_012.jpg
prd1025,en,52,Electronics & Technology///Smartwatches & Wearables,3540,3540,1423,6,,0,N,,Apple Watch SE,"Meet the Apple Watch SE — a standout device that blends performance with practicality. Every unit has been reviewed for key functions, ensuring it runs smoothly and feels dependable from day one. Specs: Heart-rate monitor, step tracker, sleep tracking, notification sync, 1.4–1.6 inch AMOLED display, water resistant, compatible with iOS/Android. If you value efficiency and style, this device won’t disappoint.",,,,,,Brand: E[Apple],,,N,N,N,apple-watch-se,Apple Watch SE – functional and in great shape. Tested and ready to go.,A,57,DundunShop,https://is2or.store/images/thumbnails/570/570/detailed/9/IMG_8286-Large.jpeg,https://is2or.store/images/detailed/9/IMG_8286-Large.jpeg
prd1026,en,53,Electronics & Technology///Smartwatches & Wearables,2250,2250,1059,4,,0,N,,Galaxy Watch 5,"Galaxy Watch 5 is the kind of device that makes daily tasks smoother and digital life easier. Every unit has been reviewed for key functions, ensuring it runs smoothly and feels dependable from day one. Specs: Heart-rate monitor, step tracker, sleep tracking, notification sync, 1.4–1.6 inch AMOLED display, water resistant, compatible with iOS/Android. If you value efficiency and style, this device won’t disappoint.",,,,,,,,,N,N,N,galaxy-watch-5,Galaxy Watch 5 – functional and in great shape. Tested and ready to go.,A,27,DundunShop,https://is2or.store/images/thumbnails/570/570/detailed/9/id-11134207-7r992-lo86pf7erfacc2.jpg,https://is2or.store/images/detailed/9/id-11134207-7r992-lo86pf7erfacc2.jpg
prd1028,en,54,Electronics & Technology///Smartwatches & Wearables,378.75,378.75,2829,5,,0,N,,Xiaomi Mi Band 7,"Xiaomi Mi Band 7 is the kind of device that makes daily tasks smoother and digital life easier. Well-maintained and tested to meet quality expectations — ready for daily use out of the box. Specs: Lightweight band, real-time fitness stats, heart-rate and sleep monitor, 5–14 day battery life, waterproof design, app sync. You’ll love how much value this device offers at a fraction of the price.",,,,,,,,,N,N,N,xiaomi-mi-band-7,Xiaomi Mi Band 7 – functional and in great shape. Tested and ready to go.,A,15,DundunShop,https://is2or.store/images/thumbnails/570/570/detailed/9/960px-Xiaomi_Smart_Band_7.jpg,https://is2or.store/images/detailed/9/960px-Xiaomi_Smart_Band_7.jpg
prd1029,en,55,Electronics & Technology///Smartwatches & Wearables,3120,3120,543,8,,0,N,,Xiaomi Mi Band 7,"Meet the Xiaomi Mi Band 7 — a standout device that blends performance with practicality. Every unit has been reviewed for key functions, ensuring it runs smoothly and feels dependable from day one. Specs: Lightweight band, real-time fitness stats, heart-rate and sleep monitor, 5–14 day battery life, waterproof design, app sync. Ideal for multitasking, media consumption, or managing life on the move.",,,,,,,,,N,N,N,xiaomi-mi-band-7-en,Xiaomi Mi Band 7 – functional and in great shape. Tested and ready to go.,A,15,DundunShop,https://is2or.store/images/thumbnails/570/570/detailed/9/xiaomi-smart-band-7-harga.jpg,https://is2or.store/images/detailed/9/xiaomi-smart-band-7-harga.jpg
kb8001,en,195,Kids & Baby///Toys & Games,398,398,952,3,,0,N,,"Fisher Price - Laugh & Learn Magnetic Cookie Puzzle, Toys & Collectibles","Fisher-Price Laugh & Learn by Fisher-Price is designed to enhance your child's development with fun and educational features. Condition: 'Used', this item has been inspected for quality and is ready for enjoyment.",,,,,,Condition: S[Used],,,N,N,N,fisher-price-laugh-and-learn-magnetic-cookie-puzzle-toys-and-collectibles,"Fisher-Price Laugh & Learn – used, tested and ready to use.",A,33,Katrina,https://is2or.store/images/thumbnails/570/570/detailed/9/fisher_price__laugh__learn_mag_1727232645_4658b423_progressive.jpg,https://is2or.store/images/detailed/9/fisher_price__laugh__learn_mag_1727232645_4658b423_progressive.jpg
kb8000,en,194,Kids & Baby///Toys & Games,1264,1264,4820,1,,0,N,,LEGO City Police Station,"LEGO City Police Station by LEGO is designed to enhance your child's development with fun and educational features. Condition: 'Brand new', this item has been inspected for quality and is ready for enjoyment.",,,,,,Condition: S[Brand new],,,N,N,N,lego-city-police-station,"LEGO City Police Station – brand new, tested and ready to use.",A,18,Katrina,https://is2or.store/images/thumbnails/570/570/detailed/9/s-l1200_zj4z-a5.jpg,https://is2or.store/images/detailed/9/s-l1200_zj4z-a5.jpg
fsh2000,en,57,Fashion & Accessories,79,79,756,3,,0,N,,Nike Dri-FIT Training Tee,"Nike Dri-FIT Training Tee by Nike offers a mix of comfort and style, perfect for everyday wear. This item has been gently handled, checked for quality, and is ideal for those who want branded fashion at smart prices. Material and cut ensure long-term wearability with a modern edge.",,,,,,Brand: E[Nike],,,N,N,N,nike-dri-fit-training-tee,"Stylish Nike Dri-FIT Training Tee in great condition. Branded, verified, and ready to wear.",A,39,FrankShiop,https://is2or.store/images/thumbnails/570/570/detailed/9/s-l1200.jpg,https://is2or.store/images/detailed/9/s-l1200.jpg
fsh2001,en,58,Fashion & Accessories,104,104,814,2,,0,N,,Adidas Essentials 3-Stripes Hoodie,"Adidas Essentials 3-Stripes Hoodie by Adidas offers a mix of comfort and style, perfect for everyday wear. This item has been gently handled, checked for quality, and is ideal for those who want branded fashion at smart prices. Material and cut ensure long-term wearability with a modern edge.",,,,,,,,,N,N,N,adidas-essentials-3-stripes-hoodie,"Stylish Adidas Essentials 3-Stripes Hoodie in great condition. Branded, verified, and ready to wear.",A,54,FrankShiop,https://is2or.store/images/thumbnails/570/570/detailed/9/adidas_essentials_3_stripes_ho_1746268405_0246fca9_progressive.jpg,https://is2or.store/images/detailed/9/adidas_essentials_3_stripes_ho_1746268405_0246fca9_progressive.jpg
fsh2002,en,59,Fashion & Accessories,84,84,835,4,,0,N,,Zara Slim Fit Shirt,"Zara Slim Fit Shirt by Zara offers a mix of comfort and style, perfect for everyday wear. This item has been gently handled, checked for quality, and is ideal for those who want branded fashion at smart prices. Material and cut ensure long-term wearability with a modern edge.",,,,,,,,,N,N,N,zara-slim-fit-shirt,"Stylish Zara Slim Fit Shirt in great condition. Branded, verified, and ready to wear.",A,21,FrankShiop,https://is2or.store/images/thumbnails/570/570/detailed/9/s-l1200_n5tn-dh.jpg,https://is2or.store/images/detailed/9/s-l1200_n5tn-dh.jpg
fsh2003,en,60,Fashion & Accessories,42,42,387,5,,0,N,,Uniqlo Men's Stretch Jeans,"Uniqlo Men's Stretch Jeans by Uniqlo offers a mix of comfort and style, perfect for everyday wear. This item has been gently handled, checked for quality, and is ideal for those who want branded fashion at smart prices. Material and cut ensure long-term wearability with a modern edge.",,,,,,,,,N,N,N,uniqlo-mens-stretch-jeans,"Stylish Uniqlo Men’s Stretch Jeans in great condition. Branded, verified, and ready to wear.",A,24,FrankShiop,https://is2or.store/images/thumbnails/570/570/detailed/9/uniqlo_jeans__slim_fit_size_30_1728886603_f8db9d05_progressive.jpg,https://is2or.store/images/detailed/9/uniqlo_jeans__slim_fit_size_30_1728886603_f8db9d05_progressive.jpg
fsh2004,en,61,Fashion & Accessories,57,57,848,2,,0,N,,Levi's 511 Slim Fit Jeans,"Levi's 511 Slim Fit Jeans by Levi's offers a mix of comfort and style, perfect for everyday wear. This item has been gently handled, checked for quality, and is ideal for those who want branded fashion at smart prices. Material and cut ensure long-term wearability with a modern edge.",,,,,,,,,N,N,N,levis-511-slim-fit-jeans,"Stylish Levi's 511 Slim Fit Jeans in great condition. Branded, verified, and ready to wear.",A,30,FrankShiop,https://is2or.store/images/thumbnails/570/570/detailed/9/2e478d27f742c494aa41831be370ddd3.jpg,https://is2or.store/images/detailed/9/2e478d27f742c494aa41831be370ddd3.jpg
fsh2005,en,62,Fashion & Accessories,85,85,864,4,,0,N,,H&M Oversized Cotton Shirt,"H&M Oversized Cotton Shirt by H&M offers a mix of comfort and style, perfect for everyday wear. This item has been gently handled, checked for quality, and is ideal for those who want branded fashion at smart prices. Material and cut ensure long-term wearability with a modern edge.",,,,,,,,,N,N,N,h-and-m-oversized-cotton-shirt,"Stylish H&M Oversized Cotton Shirt in great condition. Branded, verified, and ready to wear.",A,33,FrankShiop,https://is2or.store/images/thumbnails/570/570/detailed/9/cf_mellenium_oversize_dark_nav_1650681532_b410dffc_progressive.jpg,https://is2or.store/images/detailed/9/cf_mellenium_oversize_dark_nav_1650681532_b410dffc_progressive.jpg
fsh2006,en,63,Fashion & Accessories,64,64,398,3,,0,N,,Puma Essentials Fleece Joggers,"Puma Essentials Fleece Joggers by Puma offers a mix of comfort and style, perfect for everyday wear. This item has been gently handled, checked for quality, and is ideal for those who want branded fashion at smart prices. Material and cut ensure long-term wearability with a modern edge.",,,,,,,,,N,N,N,puma-essentials-fleece-joggers,"Stylish Puma Essentials Fleece Joggers in great condition. Branded, verified, and ready to wear.",A,24,FrankShiop,https://is2or.store/images/thumbnails/570/570/detailed/9/51fKes-x_wL._AC_SL1500_.jpg,https://is2or.store/images/detailed/9/51fKes-x_wL._AC_SL1500_.jpg
fsh2008,en,64,Fashion & Accessories///Shoes,109,109,563,4,,0,N,,Nike Air Force 1,"Nike Air Force 1 by Nike offers a mix of comfort and style, perfect for everyday wear. This item has been gently handled, checked for quality, and is ideal for those who want branded fashion at smart prices. Material and cut ensure long-term wearability with a modern edge.",,,,,,Brand: E[Nike],,,N,N,N,nike-air-force-1,"Stylish Nike Air Force 1 in great condition. Branded, verified, and ready to wear.",A,21,FrankShiop,https://is2or.store/images/thumbnails/570/570/detailed/9/nike_air_force_1_black_white_t_1731513120_3b7c67ff_progressive.jpg,https://is2or.store/images/detailed/9/nike_air_force_1_black_white_t_1731513120_3b7c67ff_progressive.jpg
fsh2009,en,65,Fashion & Accessories///Shoes,87,87,846,4,,0,N,,Adidas Stan Smith,"Adidas Stan Smith by Adidas offers a mix of comfort and style, perfect for everyday wear. This item has been gently handled, checked for quality, and is ideal for those who want branded fashion at smart prices. Material and cut ensure long-term wearability with a modern edge.",,,,,,,,,N,N,N,adidas-stan-smith,"Stylish Adidas Stan Smith in great condition. Branded, verified, and ready to wear.",A,54,FrankShiop,https://is2or.store/images/thumbnails/570/570/detailed/9/sepatu_adidas_stan_smith_sale__1744811565_a655ee96_progressive.jpg,https://is2or.store/images/detailed/9/sepatu_adidas_stan_smith_sale__1744811565_a655ee96_progressive.jpg
fsh2010,en,66,Fashion & Accessories///Shoes,25,25,850,5,,0,N,,New Balance 574,"New Balance 574 by New Balance offers a mix of comfort and style, perfect for everyday wear. This item has been gently handled, checked for quality, and is ideal for those who want branded fashion at smart prices. Material and cut ensure long-term wearability with a modern edge.",,,,,,,,,N,N,N,new-balance-574,"Stylish New Balance 574 in great condition. Branded, verified, and ready to wear.",A,30,FrankShiop,https://is2or.store/images/thumbnails/570/570/detailed/9/960px-New_Balance_574.jpg,https://is2or.store/images/detailed/9/960px-New_Balance_574.jpg
fsh2011,en,67,Fashion & Accessories///Shoes,74,74,517,5,,0,N,,Converse Chuck Taylor All Star,"Converse Chuck Taylor All Star by Converse offers a mix of comfort and style, perfect for everyday wear. This item has been gently handled, checked for quality, and is ideal for those who want branded fashion at smart prices. Material and cut ensure long-term wearability with a modern edge.",,,,,,,,,N,N,N,converse-chuck-taylor-all-star,"Stylish Converse Chuck Taylor All Star in great condition. Branded, verified, and ready to wear.",A,21,FrankShiop,https://is2or.store/images/thumbnails/570/570/detailed/9/sepatu_converse_chuck_taylor_a_1746623804_240ad43d_progressive.jpg,https://is2or.store/images/detailed/9/sepatu_converse_chuck_taylor_a_1746623804_240ad43d_progressive.jpg
fsh2012,en,68,Fashion & Accessories///Shoes,79,79,469,1,,0,N,,Vans Old Skool,"Vans Old Skool by Vans offers a mix of comfort and style, perfect for everyday wear. This item has been gently handled, checked for quality, and is ideal for those who want branded fashion at smart prices. Material and cut ensure long-term wearability with a modern edge.",,,,,,,,,N,N,N,vans-old-skool,"Stylish Vans Old Skool in great condition. Branded, verified, and ready to wear.",A,18,FrankShiop,https://is2or.store/images/thumbnails/570/570/detailed/9/5b61e20bc9698460ab3e90a83db19821.jpg,https://is2or.store/images/detailed/9/5b61e20bc9698460ab3e90a83db19821.jpg
fsh2013,en,69,Fashion & Accessories///Shoes,86,86,360,3,,0,N,,Dr. Martens 1460 Boots,"Dr. Martens 1460 Boots by Dr. Martens offers a mix of comfort and style, perfect for everyday wear. This item has been gently handled, checked for quality, and is ideal for those who want branded fashion at smart prices. Material and cut ensure long-term wearability with a modern edge.",,,,,,,,,N,N,N,dr-martens-1460-boots,"Stylish Dr. Martens 1460 Boots in great condition. Branded, verified, and ready to wear.",A,21,FrankShiop,https://is2or.store/images/thumbnails/570/570/detailed/9/1460-Antique-Pull-Up-Black-Boot-scaled.jpg,https://is2or.store/images/detailed/9/1460-Antique-Pull-Up-Black-Boot-scaled.jpg
fsh2014,en,70,Fashion & Accessories///Shoes,53,53,730,4,,0,N,,Clarks Desert Boots,"Clarks Desert Boots by Clarks offers a mix of comfort and style, perfect for everyday wear. This item has been gently handled, checked for quality, and is ideal for those who want branded fashion at smart prices. Material and cut ensure long-term wearability with a modern edge.",,,,,,,,,N,N,N,clarks-desert-boots,"Stylish Clarks Desert Boots in great condition. Branded, verified, and ready to wear.",A,39,FrankShiop,https://is2or.store/images/thumbnails/570/570/detailed/9/cc614f8bf29dde14e732f8abc2243d55.jpg,https://is2or.store/images/detailed/9/cc614f8bf29dde14e732f8abc2243d55.jpg
hmf3000,en,71,Home & Furniture///Living Room Furniture,2628,2628,10330,3,,0,N,,IKEA EKTORP Sofa,"IKEA EKTORP Sofa by IKEA is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,ikea-ektorp-sofa,"IKEA EKTORP Sofa – reliable, clean, and ready to use.",A,24,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/f2054da9-3f86-4ec5-9e35-1426bfb64598.jpg,https://is2or.store/images/detailed/9/f2054da9-3f86-4ec5-9e35-1426bfb64598.jpg
hmf3001,en,72,Home & Furniture///Living Room Furniture,2617,2617,7606,3,,0,N,,West Elm Coffee Table,"West Elm Coffee Table by West Elm is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,west-elm-coffee-table,"West Elm Coffee Table – reliable, clean, and ready to use.",A,21,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/1729699205-retro-tripod-coffee-table-32-o.jpg,https://is2or.store/images/detailed/9/1729699205-retro-tripod-coffee-table-32-o.jpg
hmf3002,en,73,Home & Furniture///Living Room Furniture,720,720,16344,5,,0,N,,Ashley Recliner Chair,"Ashley Recliner Chair by Ashley is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,ashley-recliner-chair,"Ashley Recliner Chair – reliable, clean, and ready to use.",A,24,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/id-11134207-7r98y-lvmvzywhjkmr25.jpg,https://is2or.store/images/detailed/9/id-11134207-7r98y-lvmvzywhjkmr25.jpg
hmf3003,en,74,Home & Furniture///Bedroom Sets,290,290,9120,5,,0,N,,IKEA MALM Bed Frame,"IKEA MALM Bed Frame by IKEA is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,ikea-malm-bed-frame,"IKEA MALM Bed Frame – reliable, clean, and ready to use.",A,30,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/ikea_malm_rangka_tempat_tidur__1693971537_b3f178bf_progressive.jpg,https://is2or.store/images/detailed/9/ikea_malm_rangka_tempat_tidur__1693971537_b3f178bf_progressive.jpg
hmf3004,en,75,Home & Furniture///Bedroom Sets,1952,1952,11218,4,,0,N,,Pottery Barn Dresser Set,"Pottery Barn Dresser Set by Pottery Barn is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,pottery-barn-dresser-set,"Pottery Barn Dresser Set – reliable, clean, and ready to use.",A,21,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/715AvcqO3uL.jpg,https://is2or.store/images/detailed/9/715AvcqO3uL.jpg
hmf3006,en,76,Home & Furniture///Dining Sets,422,422,18229,2,,0,N,,IKEA INGATORP Dining Set,"IKEA INGATORP Dining Set by IKEA is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,ikea-ingatorp-dining-set,"IKEA INGATORP Dining Set – reliable, clean, and ready to use.",A,39,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/0208605_PE307166_S5.jpg,https://is2or.store/images/detailed/9/0208605_PE307166_S5.jpg
hmf3007,en,77,Home & Furniture///Dining Sets,1542,1542,12880,1,,0,N,,CB2 Glass Dining Table,"CB2 Glass Dining Table by CB2 is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,cb2-glass-dining-table,"CB2 Glass Dining Table – reliable, clean, and ready to use.",A,30,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/17f05b649970416d94a6ac6f55be6a56.jpg,https://is2or.store/images/detailed/9/17f05b649970416d94a6ac6f55be6a56.jpg
hmf3008,en,78,Home & Furniture///Dining Sets,1394,1394,15112,1,,0,N,,Crate & Barrel Dining Chairs,"Crate & Barrel Dining Chairs by Crate & Barrel is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,crate-and-barrel-dining-chairs,"Crate & Barrel Dining Chairs – reliable, clean, and ready to use.",A,21,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/1602688084.66724927646.jpeg,https://is2or.store/images/detailed/9/1602688084.66724927646.jpeg
hmf3009,en,79,Home & Furniture///Office Furniture,604,604,10959,3,,0,N,,Herman Miller Task Chair,"Herman Miller Task Chair by Herman Miller is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,herman-miller-task-chair,"Herman Miller Task Chair – reliable, clean, and ready to use.",A,18,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/36741200000007DSC_3014.jpg,https://is2or.store/images/detailed/9/36741200000007DSC_3014.jpg
hmf3010,en,80,Home & Furniture///Office Furniture,1654,1654,5818,3,,0,N,,IKEA BEKANT Desk,"IKEA BEKANT Desk by IKEA is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,ikea-bekant-desk,"IKEA BEKANT Desk – reliable, clean, and ready to use.",A,24,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/s-l1200_yv81-hk.jpg,https://is2or.store/images/detailed/9/s-l1200_yv81-hk.jpg
hmf3011,en,81,Home & Furniture///Office Furniture,860,860,15423,3,,0,N,,FlexiSpot Standing Desk,"FlexiSpot Standing Desk by FlexiSpot is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,flexispot-standing-desk,"FlexiSpot Standing Desk – reliable, clean, and ready to use.",A,27,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/2x858vpjf4ob1.jpg,https://is2or.store/images/detailed/9/2x858vpjf4ob1.jpg
hmf3012,en,82,Home & Furniture///Outdoor Furniture,1730,1730,2877,1,,0,N,,Home Depot Patio Set,"Home Depot Patio Set by Home Depot is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,home-depot-patio-set,"Home Depot Patio Set – reliable, clean, and ready to use.",A,15,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/559730E7-ED2C-4277-AB6B-CA80676A0FE4.jpeg,https://is2or.store/images/detailed/9/559730E7-ED2C-4277-AB6B-CA80676A0FE4.jpeg
hmf3013,en,83,Home & Furniture///Outdoor Furniture,703,703,3381,5,,0,N,,Lowe's Garden Bench,"Lowe's Garden Bench by Lowe's is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,lowes-garden-bench,"Lowe's Garden Bench – reliable, clean, and ready to use.",A,30,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/64420477.jpg,https://is2or.store/images/detailed/9/64420477.jpg
hmf3014,en,84,Home & Furniture///Outdoor Furniture,240,240,6763,1,,0,N,,Wayfair Outdoor Swing,"Wayfair Outdoor Swing by Wayfair is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,wayfair-outdoor-swing,"Wayfair Outdoor Swing – reliable, clean, and ready to use.",A,18,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/assets_product-images_wayfair_osnn1562_silas-swing-chair-with-stand-827d1827.jpg,https://is2or.store/images/detailed/9/assets_product-images_wayfair_osnn1562_silas-swing-chair-with-stand-827d1827.jpg
hmf3015,en,85,Home & Furniture///Home Appliances,1825,1825,6049,2,,0,N,,Samsung Microwave Oven,"Samsung Microwave Oven by Samsung is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,Brand: E[Samsung],,,N,N,N,samsung-microwave-oven,"Samsung Microwave Oven – reliable, clean, and ready to use.",A,15,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/samsung_microwave_kapasitas_20_1723199254_4c9a247a_progressive.jpg,https://is2or.store/images/detailed/9/samsung_microwave_kapasitas_20_1723199254_4c9a247a_progressive.jpg
hmf3016,en,86,Home & Furniture///Home Appliances,1892,1892,16743,4,,0,N,,LG Front Load Washer,"LG Front Load Washer by LG is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,lg-front-load-washer,"LG Front Load Washer – reliable, clean, and ready to use.",A,12,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/7a05bbfc-58a2-5d66-8372-80be8e668f3d.jpg,https://is2or.store/images/detailed/9/7a05bbfc-58a2-5d66-8372-80be8e668f3d.jpg
hmf3017,en,87,Home & Furniture///Home Appliances,1528,1528,14567,5,,0,N,,Panasonic Air Purifier,"Panasonic Air Purifier by Panasonic is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,panasonic-air-purifier,"Panasonic Air Purifier – reliable, clean, and ready to use.",A,18,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/panasonic_air_purifier_fvxe40_1682646529_6f6a9895_progressive.jpg,https://is2or.store/images/detailed/9/panasonic_air_purifier_fvxe40_1682646529_6f6a9895_progressive.jpg
hmf3018,en,88,Home & Furniture///Kitchen Equipment,1861,1861,11723,5,,0,N,,Philips Air Fryer,"Philips Air Fryer by Philips is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,philips-air-fryer,"Philips Air Fryer – reliable, clean, and ready to use.",A,18,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/WhatsAppImage2025-01-01at6.50.22PM_1.jpg,https://is2or.store/images/detailed/9/WhatsAppImage2025-01-01at6.50.22PM_1.jpg
hmf3019,en,89,Home & Furniture///Kitchen Equipment,1591,1591,7993,4,,0,N,,Kenwood Food Processor,"Kenwood Food Processor by Kenwood is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,kenwood-food-processor,"Kenwood Food Processor – reliable, clean, and ready to use.",A,18,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/s-l1200_bgd0-3w.jpg,https://is2or.store/images/detailed/9/s-l1200_bgd0-3w.jpg
hmf3020,en,90,Home & Furniture///Kitchen Equipment,2173,2173,16543,5,,0,N,,Bosch Blender,"Bosch Blender by Bosch is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,bosch-blender,"Bosch Blender – reliable, clean, and ready to use.",A,21,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/blender_bosch_1688608265_3d3b0e21.jpg,https://is2or.store/images/detailed/9/blender_bosch_1688608265_3d3b0e21.jpg
hmf3021,en,91,Home & Furniture///Light Fixtures,429,429,3138,2,,0,N,,IKEA Pendant Light,"IKEA Pendant Light by IKEA is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,ikea-pendant-light,"IKEA Pendant Light – reliable, clean, and ready to use.",A,18,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/s-l1200_2a1l-45.jpg,https://is2or.store/images/detailed/9/s-l1200_2a1l-45.jpg
hmf3022,en,92,Home & Furniture///Light Fixtures,2439,2439,13538,3,,0,N,,Philips LED Ceiling Light,"Philips LED Ceiling Light by Philips is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,philips-led-ceiling-light,"Philips LED Ceiling Light – reliable, clean, and ready to use.",A,18,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/id-11134207-7qul1-limmnxwa674m28.jpg,https://is2or.store/images/detailed/9/id-11134207-7qul1-limmnxwa674m28.jpg
hmf3023,en,93,Home & Furniture///Light Fixtures,2994,2994,14606,3,,0,N,,West Elm Table Lamp,"West Elm Table Lamp by West Elm is a practical and stylish choice for your space. Inspected for quality and functionality, it’s ideal for home upgrades without going over budget. Perfect for adding comfort and class to your living environment.",,,,,,,,,N,N,N,west-elm-table-lamp,"West Elm Table Lamp – reliable, clean, and ready to use.",A,15,Lala,https://is2or.store/images/thumbnails/570/570/detailed/9/bingley-table-lamp-165-q.jpg,https://is2or.store/images/detailed/9/bingley-table-lamp-165-q.jpg
