Product code;Language;Product id;Category;List price;Price;Weight;Quantity;Min quantity;Shipping freight;Date added;Downloadable;Files;Ship downloadable;Inventory tracking;Free shipping;Zero price action;Thumbnail;Detailed image;Product name;Description;Meta keywords;Meta description;Search words;Page title;Taxes;Features;Options;Secondary categories;Pay by points;Override points;Override exchange rate;SEO name;Short description;Status;Popularity;Vendor;Image URL;Images
"";"ar";"";"الإلكترونيات والمنتجات الرقمية";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"DROID INCREDIBLE 2";"<p>Socialize with a sense of style<br /> The Droid Incredible 2 by HTC is ready to party. Its sleek, all-black design will get looks, and front and back cameras can help capture a scene, start a conversation, or snap a self-portrait. You can record the night's most memorable moments in 720p HD video for sharing later.<br /><br />A phone that's designed around you<br /> HTC Sense&trade; lets you do more in fewer steps with a friendly experience that brings everything you care about right to the surface. You can easily make your phone your own and put everything exactly where you want it. FriendStream&trade; pulls together all your friends' Twitter,&trade; Facebook,&reg; and Flickr&reg; updates in one place. Here's an idea: Choose a People widget that lets you see everybody's latest updates and messages right on the home screen. You can also select a compact People widget that just shows their profile pictures.<br /><br />Worth watching &mdash; and listening to<br /> Your music and movies look and sound great on a 4-inch super LCD screen with SRS WOW&trade; HD surround sound. Get access to unlimited songs through V CAST&trade; Music with Rhapsody or tune in to the expert DJs on Slacker&reg; Internet Radio. V CAST Video on Demand gives you on-the-go access to more shows and movies, including those available from BLOCKBUSTER On Demand.&reg;<br /><br />Invite friends to your own private Hotspot<br /> Your phone turns into a 3G Mobile Hotspot, for up to five other Wi-Fi&reg;&ndash;enabled devices. That just might make you more popular than ever.<br /><br />Call anyone, anywhere &mdash; no matter where you travel<br /> The global-ready Droid Incredible 2 by HTC will keep you connected from Lima to London.</p>";"";"";"";"";"VAT";"(Electronics) Operating System: S[Android 2.3, Gingerbread]; (Electronics) Display: S[4.0""]; (Electronics) Storage Capacity: S[16GB]; Brand: E[HTC]";"";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/incredible2-verizon-MoreViews-1922.jpg";"https://is2or.com/images/detailed/0/incredible2-verizon-MoreViews-1922.jpg///https://is2or.com/images/detailed/0/incredible2-verizon-MoreViews-1918.jpg///https://is2or.com/images/detailed/0/incredible2-verizon-MoreViews-1919.jpg///https://is2or.com/images/detailed/0/incredible2-verizon-MoreViews-1920.jpg///https://is2or.com/images/detailed/0/incredible2-verizon-MoreViews-1921.jpg///https://is2or.com/images/detailed/9/incredible2-verizon-MoreViews-1918.jpg///https://is2or.com/images/detailed/9/incredible2-verizon-MoreViews-1919.jpg///https://is2or.com/images/detailed/9/incredible2-verizon-MoreViews-1920.jpg///https://is2or.com/images/detailed/9/incredible2-verizon-MoreViews-1921.jpg"
"N007221KA0";"en";"72";"Electronics & Digital Products";"0.00";"599.99";"0.000";"20";"";"0.00";"06 Feb 2012 12:00:00";"N";"";"N";"";"N";"";"";"exim/backup/images/31igDkhoUNL._SX220_.jpg#{[ar]:;[en]:;}";"DROID RAZR";"<p>DESIGN: THINNEST 4G LTE SMARTPHONE<br />DROID RAZR is so thin, it makes microchips feel flabby. The thinnest 4G LTE smartphone, it can get you out of the tightest of situations while letting you keep your cool.<br /><br />CONSTRUCTION: DROID STRONG, RAZR SHARP<br />DROID RAZR proves that thin no longer equals frail. It''s made strong with KEVLAR® fiber, while Corning® Gorilla® Glass defends the screen against scrapes and scratches. A force field of water-repellent nanoparticles shields the phone against water attacks - even the electrical boards inside.<br /><br />NETWORK SPEED: DOMINATE AT WARP SPEED<br />Unleash the fierce power of Verizon's 4G LTE network, piloted by a dual-core 1.2 GHz processor. Blast your music and check the score, while email reloads - all at the same time, without delay. The 1 GB of RAM keeps you rocketing through.<br /><br />DUAL CAMERAS: LIFE HAS NEVER LOOKED BETTER<br />Create some cinematic awesomeness of your own with an 8MP rear camera and 1080p HD video recording. Ready for all conditions, DROID RAZR has image stabilization technology for less blurry video.</p>";"";"";"";"";"VAT";"(Electronics) Operating System: S[Android 2.3, Gingerbread]; (Electronics) Display: S[4.3""]; (Electronics) Storage Capacity: S[16GB]; Brand: E[Motorola]";"";"";"Y";"N";"N";"droid-razr";"";"A";"21";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/31igDkhoUNL._SX220_.jpg";"https://is2or.com/images/detailed/0/31igDkhoUNL._SX220_.jpg///https://is2or.com/images/detailed/0/21SXU3Z1iGL._SX220_.jpg///https://is2or.com/images/detailed/0/31FZtzlRY+L._SX220_.jpg///https://is2or.com/images/detailed/0/318v60DwLzL._SX220_.jpg///https://is2or.com/images/detailed/0/11UG7jOeaaL._SX220_.jpg///https://is2or.com/images/detailed/9/21SXU3Z1iGL._SX220_.jpg///https://is2or.com/images/detailed/9/31FZtzlRY_L._SX220_.jpg///https://is2or.com/images/detailed/9/318v60DwLzL._SX220_.jpg///https://is2or.com/images/detailed/9/11UG7jOeaaL._SX220_.jpg"
"";"ar";"";"الإلكترونيات والمنتجات الرقمية";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"DROID RAZR";"<p>DESIGN: THINNEST 4G LTE SMARTPHONE<br />DROID RAZR is so thin, it makes microchips feel flabby. The thinnest 4G LTE smartphone, it can get you out of the tightest of situations while letting you keep your cool.<br /><br />CONSTRUCTION: DROID STRONG, RAZR SHARP<br />DROID RAZR proves that thin no longer equals frail. It''s made strong with KEVLAR&reg; fiber, while Corning&reg; Gorilla&reg; Glass defends the screen against scrapes and scratches. A force field of water-repellent nanoparticles shields the phone against water attacks - even the electrical boards inside.<br /><br />NETWORK SPEED: DOMINATE AT WARP SPEED<br />Unleash the fierce power of Verizon's 4G LTE network, piloted by a dual-core 1.2 GHz processor. Blast your music and check the score, while email reloads - all at the same time, without delay. The 1 GB of RAM keeps you rocketing through.<br /><br />DUAL CAMERAS: LIFE HAS NEVER LOOKED BETTER<br />Create some cinematic awesomeness of your own with an 8MP rear camera and 1080p HD video recording. Ready for all conditions, DROID RAZR has image stabilization technology for less blurry video.</p>";"";"";"";"";"VAT";"(Electronics) Operating System: S[Android 2.3, Gingerbread]; (Electronics) Display: S[4.3""]; (Electronics) Storage Capacity: S[16GB]; Brand: E[Motorola]";"";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/31igDkhoUNL._SX220_.jpg";"https://is2or.com/images/detailed/0/31igDkhoUNL._SX220_.jpg///https://is2or.com/images/detailed/0/21SXU3Z1iGL._SX220_.jpg///https://is2or.com/images/detailed/0/31FZtzlRY+L._SX220_.jpg///https://is2or.com/images/detailed/0/318v60DwLzL._SX220_.jpg///https://is2or.com/images/detailed/0/11UG7jOeaaL._SX220_.jpg///https://is2or.com/images/detailed/9/21SXU3Z1iGL._SX220_.jpg///https://is2or.com/images/detailed/9/31FZtzlRY_L._SX220_.jpg///https://is2or.com/images/detailed/9/318v60DwLzL._SX220_.jpg///https://is2or.com/images/detailed/9/11UG7jOeaaL._SX220_.jpg"
"M0073Q30SG";"en";"73";"Electronics & Digital Products";"0.00";"589.99";"0.000";"10";"";"0.00";"06 Feb 2012 12:00:00";"N";"";"N";"";"N";"";"";"exim/backup/images/21HZgrCmlnL._SX220_.jpg#{[ar]:;[en]:;}";"DROID BIONIC";"<p>With a ferociously fast Verizon Wireless 4G LTE network and dual-core 1 GHz processor, DROID BIONIC is the master of all Droids. And with ZumoCast™ by Motorola, nothing is beyond your digital reach. The free app lets you pull your music, movies, pictures and documents from your computer like a digital telepath - instantly and wirelessly. That's right, DROID BIONIC is so powerful, it can control your connected devices and extract their precious content, remotely, at 4G LTE speed. That makes it not only the master of all Droids, but the master of machines.<br /><br />Key Features:<br /> Our free Zumocast™ app lets you stream content 24/7 and in real time from your computer <br /> 4G LTE speeds up to 10x faster than 3G to stream movies, watch TV and video chat <br /> Crisp text, vivid imagery and brilliant color delivered in 4.3-inch high res qHD <br /> Doubles as a 4G LTE mobile hotspot for up to 5 Wi-Fi enabled devices <br /> Dual-core 1GHz processor and 1GB RAM <br /> Webtop app transforms your phone; surf the web, run apps and take calls - all at the same time <br />In The Box:<br /> DROID BIONIC phone<br />HW4X Standard Battery<br /> Standard Battery Door<br />Travel Charger<br />Micro USB Data cable<br /> User Guide</p>";"";"";"";"";"VAT";"(Electronics) Operating System: S[Android 2.3, Gingerbread]; (Electronics) Display: S[4.3""]; (Electronics) Storage Capacity: S[16GB]; Brand: E[Motorola]";"";"";"Y";"N";"N";"droid-bionic";"";"A";"12";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/21HZgrCmlnL._SX220_.jpg";"https://is2or.com/images/detailed/0/21HZgrCmlnL._SX220_.jpg///https://is2or.com/images/detailed/0/21LllLxrG7L._SX220_.jpg///https://is2or.com/images/detailed/0/21m6Oh-3V7L._SX220_.jpg///https://is2or.com/images/detailed/0/21NE2eQ9cGL._SX220_.jpg///https://is2or.com/images/detailed/0/21nGYVjaXcL._SX220_.jpg///https://is2or.com/images/detailed/9/21LllLxrG7L._SX220_.jpg///https://is2or.com/images/detailed/9/21m6Oh-3V7L._SX220_.jpg///https://is2or.com/images/detailed/9/21NE2eQ9cGL._SX220_.jpg///https://is2or.com/images/detailed/9/21nGYVjaXcL._SX220_.jpg"
"";"ar";"";"الإلكترونيات والمنتجات الرقمية";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"DROID BIONIC";"<p>With a ferociously fast Verizon Wireless 4G LTE network and dual-core 1 GHz processor, DROID BIONIC is the master of all Droids. And with ZumoCast&trade; by Motorola, nothing is beyond your digital reach. The free app lets you pull your music, movies, pictures and documents from your computer like a digital telepath - instantly and wirelessly. That's right, DROID BIONIC is so powerful, it can control your connected devices and extract their precious content, remotely, at 4G LTE speed. That makes it not only the master of all Droids, but the master of machines.<br /><br />Key Features:<br /> Our free Zumocast&trade; app lets you stream content 24/7 and in real time from your computer <br /> 4G LTE speeds up to 10x faster than 3G to stream movies, watch TV and video chat <br /> Crisp text, vivid imagery and brilliant color delivered in 4.3-inch high res qHD <br /> Doubles as a 4G LTE mobile hotspot for up to 5 Wi-Fi enabled devices <br /> Dual-core 1GHz processor and 1GB RAM <br /> Webtop app transforms your phone; surf the web, run apps and take calls - all at the same time <br />In The Box:<br /> DROID BIONIC phone<br />HW4X Standard Battery<br /> Standard Battery Door<br />Travel Charger<br />Micro USB Data cable<br /> User Guide</p>";"";"";"";"";"VAT";"(Electronics) Operating System: S[Android 2.3, Gingerbread]; (Electronics) Display: S[4.3""]; (Electronics) Storage Capacity: S[16GB]; Brand: E[Motorola]";"";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/21HZgrCmlnL._SX220_.jpg";"https://is2or.com/images/detailed/0/21HZgrCmlnL._SX220_.jpg///https://is2or.com/images/detailed/0/21LllLxrG7L._SX220_.jpg///https://is2or.com/images/detailed/0/21m6Oh-3V7L._SX220_.jpg///https://is2or.com/images/detailed/0/21NE2eQ9cGL._SX220_.jpg///https://is2or.com/images/detailed/0/21nGYVjaXcL._SX220_.jpg///https://is2or.com/images/detailed/9/21LllLxrG7L._SX220_.jpg///https://is2or.com/images/detailed/9/21m6Oh-3V7L._SX220_.jpg///https://is2or.com/images/detailed/9/21NE2eQ9cGL._SX220_.jpg///https://is2or.com/images/detailed/9/21nGYVjaXcL._SX220_.jpg"
"S0074AE6U7";"en";"74";"Electronics & Digital Products";"0.00";"524.99";"0.000";"12";"";"0.00";"06 Feb 2012 12:00:00";"N";"";"N";"";"N";"";"";"exim/backup/images/21Y7tnPMVHL._SX220_.jpg#{[ar]:;[en]:;}";"Droid 3";"<p>You're going places, and DROID 3 by Motorola can take you there. With incredible dual-core speed and brilliant qHD display. You're making a big Android smartphone statement. DROID 3 offers more power and greater responsiveness, and the efficient handling of a five-row keyboard. The thinnest full QWERTY smartphone. Ever.<br /><br />Key Features: <br />Adobe® Flash® Player for stellar video and gaming<br />Scratch-resistant Corning® Gorilla® Glass with glare reducing coating<br />View, capture and share on the large 4-inch qHD display<br />An 8MP camera with 1080p HD video and front-facing web cam to see and be seen<br />Video capture in 1080p HD; output to compatible device via HDMI® micro connector cable<br />Thinnest Full QWERTY smartphone ever.<br /> Super-charged dual-core 1GHz processor makes multi-tasking a snap<br /> What you get in the box: <br />DROID 3 phone <br />Battery Door <br />Battery <br />Charger <br />User Guide</p>";"";"";"";"";"VAT";"(Electronics) Operating System: S[Android 2.3, Gingerbread]; (Electronics) Display: S[4.0""]; (Electronics) Storage Capacity: S[16GB]; Brand: E[Motorola]";"";"";"Y";"N";"N";"droid-3";"";"A";"9";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/21Y7tnPMVHL._SX220_.jpg";"https://is2or.com/images/detailed/0/21Y7tnPMVHL._SX220_.jpg///https://is2or.com/images/detailed/0/21J1GvD2+OL._SX220_.jpg///https://is2or.com/images/detailed/0/219VLxUNBVL._SX220_.jpg///https://is2or.com/images/detailed/0/21YX09ju46L._SX220_.jpg///https://is2or.com/images/detailed/0/31XNsUOJQ2L._SX220_.jpg///https://is2or.com/images/detailed/9/21J1GvD2_OL._SX220_.jpg///https://is2or.com/images/detailed/9/219VLxUNBVL._SX220_.jpg///https://is2or.com/images/detailed/9/21YX09ju46L._SX220_.jpg///https://is2or.com/images/detailed/9/31XNsUOJQ2L._SX220_.jpg"
"";"ar";"";"الإلكترونيات والمنتجات الرقمية";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Droid 3";"<p>You're going places, and DROID 3 by Motorola can take you there. With incredible dual-core speed and brilliant qHD display. You're making a big Android smartphone statement. DROID 3 offers more power and greater responsiveness, and the efficient handling of a five-row keyboard. The thinnest full QWERTY smartphone. Ever.<br /><br />Key Features: <br />Adobe&reg; Flash&reg; Player for stellar video and gaming<br />Scratch-resistant Corning&reg; Gorilla&reg; Glass with glare reducing coating<br />View, capture and share on the large 4-inch qHD display<br />An 8MP camera with 1080p HD video and front-facing web cam to see and be seen<br />Video capture in 1080p HD; output to compatible device via HDMI&reg; micro connector cable<br />Thinnest Full QWERTY smartphone ever.<br /> Super-charged dual-core 1GHz processor makes multi-tasking a snap<br /> What you get in the box: <br />DROID 3 phone <br />Battery Door <br />Battery <br />Charger <br />User Guide</p>";"";"";"";"";"VAT";"(Electronics) Operating System: S[Android 2.3, Gingerbread]; (Electronics) Display: S[4.0""]; (Electronics) Storage Capacity: S[16GB]; Brand: E[Motorola]";"";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/21Y7tnPMVHL._SX220_.jpg";"https://is2or.com/images/detailed/0/21Y7tnPMVHL._SX220_.jpg///https://is2or.com/images/detailed/0/21J1GvD2+OL._SX220_.jpg///https://is2or.com/images/detailed/0/219VLxUNBVL._SX220_.jpg///https://is2or.com/images/detailed/0/21YX09ju46L._SX220_.jpg///https://is2or.com/images/detailed/0/31XNsUOJQ2L._SX220_.jpg///https://is2or.com/images/detailed/9/21J1GvD2_OL._SX220_.jpg///https://is2or.com/images/detailed/9/219VLxUNBVL._SX220_.jpg///https://is2or.com/images/detailed/9/21YX09ju46L._SX220_.jpg///https://is2or.com/images/detailed/9/31XNsUOJQ2L._SX220_.jpg"
"B00755AJUD";"en";"75";"Electronics & Digital Products";"0.00";"489.99";"0.000";"10";"";"0.00";"06 Feb 2012 12:00:00";"N";"";"N";"";"N";"";"";"exim/backup/images/21ey9KYVJBL._SX220_.jpg#{[ar]:;[en]:;}";"DROID PRO";"<p>Access your work directory, email or calendar with Droid Pro by Motorola, an Android-for-business smartphone with corporate-level-security. It features both a QWERTY keyboard and touchscreen, a speedy 1 GHZ processor and Adobe® Flash® Player 10.<br /><br /> Key Features: <br /> Up to 2GB memory on board, 2GB microSD pre-installed, expandable up to 34GB <br /> 5MP camera with auto focus and dual-LED flash <br /> Touchscreen navigation, pinch to zoom and customized home screens <br /> CDMA plus quad-band GSM and tri-band UTMS <br /> Ultra-fast 1 GHz processor for better web browsing and speedy UI and downloads <br /> Android 2.2 (Froyo) Platform <br /> Mobile Email: IMAP and POP, Microsoft Exchange, Gmail™, MSN Hotmail®, Yahoo!® and AOL® <br /> Quickoffice®, Skype mobile™, YouTube, AuthenTec VPN client, Mediashare, File Manager <br /> Be a mobile hot spot for up to 5 other devices <br /> Adobe® Flash® Player 10 <br />What you get: <br /> DROID PRO by Motorola phone <br /> Battery <br /> Battery Door <br /> Travel Charger <br /> User Guide</p>";"";"";"";"";"VAT";"(Electronics) Operating System: S[Android 2.2, Froyo]; (Electronics) Display: S[3.1""]; (Electronics) Storage Capacity: S[4GB]; Brand: E[Motorola]";"";"";"Y";"N";"N";"droid-pro";"";"A";"15";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/21ey9KYVJBL._SX220_.jpg";"https://is2or.com/images/detailed/0/21ey9KYVJBL._SX220_.jpg///https://is2or.com/images/detailed/0/217t6mWmKtL._SX220_.jpg///https://is2or.com/images/detailed/0/21o5d8HaEPL._SX220_.jpg///https://is2or.com/images/detailed/0/31OMU8eIbpL._SX220_.jpg///https://is2or.com/images/detailed/0/21NteLdVarL._SX220_.jpg///https://is2or.com/images/detailed/9/217t6mWmKtL._SX220_.jpg///https://is2or.com/images/detailed/9/21o5d8HaEPL._SX220_.jpg///https://is2or.com/images/detailed/9/31OMU8eIbpL._SX220_.jpg///https://is2or.com/images/detailed/9/21NteLdVarL._SX220_.jpg"
"";"ar";"";"الإلكترونيات والمنتجات الرقمية";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"DROID PRO";"<p>Access your work directory, email or calendar with Droid Pro by Motorola, an Android-for-business smartphone with corporate-level-security. It features both a QWERTY keyboard and touchscreen, a speedy 1 GHZ processor and Adobe&reg; Flash&reg; Player 10.<br /><br /> Key Features: <br /> Up to 2GB memory on board, 2GB microSD pre-installed, expandable up to 34GB <br /> 5MP camera with auto focus and dual-LED flash <br /> Touchscreen navigation, pinch to zoom and customized home screens <br /> CDMA plus quad-band GSM and tri-band UTMS <br /> Ultra-fast 1 GHz processor for better web browsing and speedy UI and downloads <br /> Android 2.2 (Froyo) Platform <br /> Mobile Email: IMAP and POP, Microsoft Exchange, Gmail&trade;, MSN Hotmail&reg;, Yahoo!&reg; and AOL&reg; <br /> Quickoffice&reg;, Skype mobile&trade;, YouTube, AuthenTec VPN client, Mediashare, File Manager <br /> Be a mobile hot spot for up to 5 other devices <br /> Adobe&reg; Flash&reg; Player 10 <br />What you get: <br /> DROID PRO by Motorola phone <br /> Battery <br /> Battery Door <br /> Travel Charger <br /> User Guide</p>";"";"";"";"";"VAT";"(Electronics) Operating System: S[Android 2.2, Froyo]; (Electronics) Display: S[3.1""]; (Electronics) Storage Capacity: S[4GB]; Brand: E[Motorola]";"";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/21ey9KYVJBL._SX220_.jpg";"https://is2or.com/images/detailed/0/21ey9KYVJBL._SX220_.jpg///https://is2or.com/images/detailed/0/217t6mWmKtL._SX220_.jpg///https://is2or.com/images/detailed/0/21o5d8HaEPL._SX220_.jpg///https://is2or.com/images/detailed/0/31OMU8eIbpL._SX220_.jpg///https://is2or.com/images/detailed/0/21NteLdVarL._SX220_.jpg///https://is2or.com/images/detailed/9/217t6mWmKtL._SX220_.jpg///https://is2or.com/images/detailed/9/21o5d8HaEPL._SX220_.jpg///https://is2or.com/images/detailed/9/31OMU8eIbpL._SX220_.jpg///https://is2or.com/images/detailed/9/21NteLdVarL._SX220_.jpg"
"W00769N690";"en";"76";"Electronics & Digital Products";"0.00";"439.99";"0.000";"10";"";"0.00";"06 Feb 2012 12:00:00";"N";"";"N";"";"N";"";"";"exim/backup/images/217Lf0Ah3rL._SX220_.jpg#{[ar]:;[en]:;}";"FLIPSIDE with MOTOBLUR";"<p>MOTOROLA FLIPSIDE™ is a powerhouse at work or play, with enhanced MOTOBLUR to not only sync social media, but now to help prioritize - with content filters and resizable widgets to keep you on track.<br /><br /> Key Features: <br />Use Global Address Lookup to access corporate directions and easily schedule meetings on the go <br /> Touchscreen supports pinch-to-zoom or slide open for QWERTY keyboard and laptop-like nav pad <br /> Extend time between charges as MOTOBLUR battery manager monitors power consumption <br />Prioritize home screen messages using MOTOBLUR filters and resizable widgets <br />CrystalTalk™ PLUS technology amplifies your voice and filters out background noise <br />Facebook™, MySpace and Twitter Direct Messaging <br />What you get in the box:: <br />FLIPSIDE™ with MOTOBLUR™ for AT&T phone <br /> Battery BT61 <br /> Battery Door <br />Travel Charger <br /> User Guide</p>";"";"";"";"";"VAT";"(Electronics) Operating System: S[Android 2.1]; (Electronics) Display: S[3.1""]; (Electronics) Storage Capacity: S[2GB]; Brand: E[Motorola]";"";"";"Y";"N";"N";"flipside-with-motoblur";"";"A";"12";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/217Lf0Ah3rL._SX220_.jpg";"https://is2or.com/images/detailed/0/217Lf0Ah3rL._SX220_.jpg///https://is2or.com/images/detailed/0/31jwZ9SwA8L._SX220_.jpg///https://is2or.com/images/detailed/0/31fu60vb60L._SX220_.jpg///https://is2or.com/images/detailed/0/31OZNMeCWBL._SX220_.jpg///https://is2or.com/images/detailed/0/21hNMRIx66L._SX220_.jpg///https://is2or.com/images/detailed/9/31jwZ9SwA8L._SX220_.jpg///https://is2or.com/images/detailed/9/31fu60vb60L._SX220_.jpg///https://is2or.com/images/detailed/9/31OZNMeCWBL._SX220_.jpg///https://is2or.com/images/detailed/9/21hNMRIx66L._SX220_.jpg"
"";"ar";"";"الإلكترونيات والمنتجات الرقمية";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"FLIPSIDE with MOTOBLUR";"<p>MOTOROLA FLIPSIDE&trade; is a powerhouse at work or play, with enhanced MOTOBLUR to not only sync social media, but now to help prioritize - with content filters and resizable widgets to keep you on track.<br /><br /> Key Features: <br />Use Global Address Lookup to access corporate directions and easily schedule meetings on the go <br /> Touchscreen supports pinch-to-zoom or slide open for QWERTY keyboard and laptop-like nav pad <br /> Extend time between charges as MOTOBLUR battery manager monitors power consumption <br />Prioritize home screen messages using MOTOBLUR filters and resizable widgets <br />CrystalTalk&trade; PLUS technology amplifies your voice and filters out background noise <br />Facebook&trade;, MySpace and Twitter Direct Messaging <br />What you get in the box:: <br />FLIPSIDE&trade; with MOTOBLUR&trade; for AT&amp;T phone <br /> Battery BT61 <br /> Battery Door <br />Travel Charger <br /> User Guide</p>";"";"";"";"";"VAT";"(Electronics) Operating System: S[Android 2.1]; (Electronics) Display: S[3.1""]; (Electronics) Storage Capacity: S[2GB]; Brand: E[Motorola]";"";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/217Lf0Ah3rL._SX220_.jpg";"https://is2or.com/images/detailed/0/217Lf0Ah3rL._SX220_.jpg///https://is2or.com/images/detailed/0/31jwZ9SwA8L._SX220_.jpg///https://is2or.com/images/detailed/0/31fu60vb60L._SX220_.jpg///https://is2or.com/images/detailed/0/31OZNMeCWBL._SX220_.jpg///https://is2or.com/images/detailed/0/21hNMRIx66L._SX220_.jpg///https://is2or.com/images/detailed/9/31jwZ9SwA8L._SX220_.jpg///https://is2or.com/images/detailed/9/31fu60vb60L._SX220_.jpg///https://is2or.com/images/detailed/9/31OZNMeCWBL._SX220_.jpg///https://is2or.com/images/detailed/9/21hNMRIx66L._SX220_.jpg"
"L0078RO9Y9";"en";"78";"Electronics & Digital Products";"0.00";"100.00";"0.000";"11";"";"0.00";"07 Feb 2012 12:00:00";"N";"";"N";"";"N";"";"";"exim/backup/images/G48874_01.jpg#{[ar]:;[en]:;}";"adizero Rush Shoes";"<p>Get moving in the lightweight adizero™ Rush shoes by adidas. These  featherweight, dynamic men's running shoes are just 7.5 ounces of  high-mileage style, with adiPRENE®+ support in the forefoot, a light  synthetic upper and a thin rubber outsole for a close</p>";"";"";"";"";"VAT";"Brand: E[Adidas]";"";"";"Y";"N";"N";"adizero-rush-shoes";"";"A";"51";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/G48874_01.jpg";"https://is2or.com/images/detailed/0/G48874_01.jpg///https://is2or.com/images/detailed/0/G48874_02.jpg///https://is2or.com/images/detailed/0/G48874_03.jpg///https://is2or.com/images/detailed/0/G48874_04.jpg///https://is2or.com/images/detailed/0/G48874_05.jpg///https://is2or.com/images/detailed/9/G48874_02.jpg///https://is2or.com/images/detailed/9/G48874_03.jpg///https://is2or.com/images/detailed/9/G48874_04.jpg///https://is2or.com/images/detailed/9/G48874_05.jpg"
"";"ar";"";"الإلكترونيات والمنتجات الرقمية";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"adizero Rush Shoes";"<p>Get moving in the lightweight adizero&trade; Rush shoes by adidas. These  featherweight, dynamic men's running shoes are just 7.5 ounces of  high-mileage style, with adiPRENE&reg;+ support in the forefoot, a light  synthetic upper and a thin rubber outsole for a close</p>";"";"";"";"";"VAT";"Brand: E[Adidas]";"";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/G48874_01.jpg";"https://is2or.com/images/detailed/0/G48874_01.jpg///https://is2or.com/images/detailed/0/G48874_02.jpg///https://is2or.com/images/detailed/0/G48874_03.jpg///https://is2or.com/images/detailed/0/G48874_04.jpg///https://is2or.com/images/detailed/0/G48874_05.jpg///https://is2or.com/images/detailed/9/G48874_02.jpg///https://is2or.com/images/detailed/9/G48874_03.jpg///https://is2or.com/images/detailed/9/G48874_04.jpg///https://is2or.com/images/detailed/9/G48874_05.jpg"
"Z0079TIUPW";"en";"79";"Electronics & Digital Products";"98.00";"96.00";"0.000";"10";"";"0.00";"07 Feb 2012 12:00:00";"N";"";"N";"";"N";"";"";"exim/backup/images/U42918_01.jpg#{[ar]:;[en]:;}";"adiZero Tempaia Shoes";"<p>The adiZero™ Tempaia shoes by adidas are lightweight, breathable tennis  shoes designed for multi-court use. They feature a breathable upper,  adiPRENE®+ in the forefoot for propulsion, adiPRENE® heel cushioning and  EXTENDED TORSION® for support.</p>";"";"";"";"";"VAT";"Brand: E[Adidas]";"";"";"Y";"N";"N";"adizero-tempaia-shoes";"";"A";"15";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/U42918_01.jpg";"https://is2or.com/images/detailed/0/U42918_01.jpg///https://is2or.com/images/detailed/0/U42918_02.jpg///https://is2or.com/images/detailed/0/U42918_03.jpg///https://is2or.com/images/detailed/0/U42918_04.jpg///https://is2or.com/images/detailed/0/U42918_05.jpg///https://is2or.com/images/detailed/9/U42918_02.jpg///https://is2or.com/images/detailed/9/U42918_03.jpg///https://is2or.com/images/detailed/9/U42918_04.jpg///https://is2or.com/images/detailed/9/U42918_05.jpg"
"";"ar";"";"الإلكترونيات والمنتجات الرقمية";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"adiZero Tempaia Shoes";"<p>The adiZero™ Tempaia shoes by adidas are lightweight, breathable tennis  shoes designed for multi-court use. They feature a breathable upper,  adiPRENE®+ in the forefoot for propulsion, adiPRENE® heel cushioning and  EXTENDED TORSION® for support.</p>";"";"";"";"";"VAT";"Brand: E[Adidas]";"";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/U42918_01.jpg";"https://is2or.com/images/detailed/0/U42918_01.jpg///https://is2or.com/images/detailed/0/U42918_02.jpg///https://is2or.com/images/detailed/0/U42918_03.jpg///https://is2or.com/images/detailed/0/U42918_04.jpg///https://is2or.com/images/detailed/0/U42918_05.jpg///https://is2or.com/images/detailed/9/U42918_02.jpg///https://is2or.com/images/detailed/9/U42918_03.jpg///https://is2or.com/images/detailed/9/U42918_04.jpg///https://is2or.com/images/detailed/9/U42918_05.jpg"
