Product code;Language;Product id;Category;List price;Price;Weight;Quantity;Shipping freight;Files;Inventory tracking;Free shipping;Thumbnail;Product name;Description;Meta keywords;Meta description;Search words;Page title;Taxes;Features;Secondary categories;Pay by points;Override points;Override exchange rate;SEO name;Short description;Status;Popularity;Vendor;Image URL
"M0073Q30SG";"en";"73";"Electronics & Digital Products";"0.00";"589.99";"0.000";"10";"0.00";"";"";"N";"";"DROID BIONIC";"<p>With a ferociously fast Verizon Wireless 4G LTE network and dual-core 1 GHz processor, DROID BIONIC is the master of all Droids. And with ZumoCast&trade; by Motorola, nothing is beyond your digital reach. The free app lets you pull your music, movies, pictures and documents from your computer like a digital telepath - instantly and wirelessly. That's right, DROID BIONIC is so powerful, it can control your connected devices and extract their precious content, remotely, at 4G LTE speed. That makes it not only the master of all Droids, but the master of machines.<br /><br />Key Features:<br /> Our free Zumocast&trade; app lets you stream content 24/7 and in real time from your computer <br /> 4G LTE speeds up to 10x faster than 3G to stream movies, watch TV and video chat <br /> Crisp text, vivid imagery and brilliant color delivered in 4.3-inch high res qHD <br /> Doubles as a 4G LTE mobile hotspot for up to 5 Wi-Fi enabled devices <br /> Dual-core 1GHz processor and 1GB RAM <br /> Webtop app transforms your phone; surf the web, run apps and take calls - all at the same time <br />In The Box:<br /> DROID BIONIC phone<br />HW4X Standard Battery<br /> Standard Battery Door<br />Travel Charger<br />Micro USB Data cable<br /> User Guide</p>";"";"";"";"";"VAT";"(Electronics) Operating System: S[Android 2.3, Gingerbread]; (Electronics) Display: S[4.3""]; (Electronics) Storage Capacity: S[16GB]; Brand: E[Motorola]";"";"Y";"N";"N";"droid-bionic";"";"A";"3";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/21HZgrCmlnL._SX220_.jpg"
"";"ar";"";"Electronics";"";"";"";"";"";"";"";"";"";"DROID BIONIC";"<p>With a ferociously fast Verizon Wireless 4G LTE network and dual-core 1 GHz processor, DROID BIONIC is the master of all Droids. And with ZumoCast&trade; by Motorola, nothing is beyond your digital reach. The free app lets you pull your music, movies, pictures and documents from your computer like a digital telepath - instantly and wirelessly. That's right, DROID BIONIC is so powerful, it can control your connected devices and extract their precious content, remotely, at 4G LTE speed. That makes it not only the master of all Droids, but the master of machines.<br /><br />Key Features:<br /> Our free Zumocast&trade; app lets you stream content 24/7 and in real time from your computer <br /> 4G LTE speeds up to 10x faster than 3G to stream movies, watch TV and video chat <br /> Crisp text, vivid imagery and brilliant color delivered in 4.3-inch high res qHD <br /> Doubles as a 4G LTE mobile hotspot for up to 5 Wi-Fi enabled devices <br /> Dual-core 1GHz processor and 1GB RAM <br /> Webtop app transforms your phone; surf the web, run apps and take calls - all at the same time <br />In The Box:<br /> DROID BIONIC phone<br />HW4X Standard Battery<br /> Standard Battery Door<br />Travel Charger<br />Micro USB Data cable<br /> User Guide</p>";"";"";"";"";"VAT";"(Electronics) Operating System: S[Android 2.3, Gingerbread]; (Electronics) Display: S[4.3""]; (Electronics) Storage Capacity: S[16GB]; Brand: E[Motorola]";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/21HZgrCmlnL._SX220_.jpg"
"S0074AE6U7";"en";"74";"Electronics & Digital Products";"0.00";"524.99";"0.000";"10";"0.00";"";"";"N";"";"Droid 3";"<p>You're going places, and DROID 3 by Motorola can take you there. With incredible dual-core speed and brilliant qHD display. You're making a big Android smartphone statement. DROID 3 offers more power and greater responsiveness, and the efficient handling of a five-row keyboard. The thinnest full QWERTY smartphone. Ever.<br /><br />Key Features: <br />Adobe&reg; Flash&reg; Player for stellar video and gaming<br />Scratch-resistant Corning&reg; Gorilla&reg; Glass with glare reducing coating<br />View, capture and share on the large 4-inch qHD display<br />An 8MP camera with 1080p HD video and front-facing web cam to see and be seen<br />Video capture in 1080p HD; output to compatible device via HDMI&reg; micro connector cable<br />Thinnest Full QWERTY smartphone ever.<br /> Super-charged dual-core 1GHz processor makes multi-tasking a snap<br /> What you get in the box: <br />DROID 3 phone <br />Battery Door <br />Battery <br />Charger <br />User Guide</p>";"";"";"";"";"VAT";"(Electronics) Operating System: S[Android 2.3, Gingerbread]; (Electronics) Display: S[4.0""]; (Electronics) Storage Capacity: S[16GB]; Brand: E[Motorola]";"";"Y";"N";"N";"droid-3";"";"A";"0";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/21Y7tnPMVHL._SX220_.jpg"
"";"ar";"";"Electronics";"";"";"";"";"";"";"";"";"";"Droid 3";"<p>You're going places, and DROID 3 by Motorola can take you there. With incredible dual-core speed and brilliant qHD display. You're making a big Android smartphone statement. DROID 3 offers more power and greater responsiveness, and the efficient handling of a five-row keyboard. The thinnest full QWERTY smartphone. Ever.<br /><br />Key Features: <br />Adobe&reg; Flash&reg; Player for stellar video and gaming<br />Scratch-resistant Corning&reg; Gorilla&reg; Glass with glare reducing coating<br />View, capture and share on the large 4-inch qHD display<br />An 8MP camera with 1080p HD video and front-facing web cam to see and be seen<br />Video capture in 1080p HD; output to compatible device via HDMI&reg; micro connector cable<br />Thinnest Full QWERTY smartphone ever.<br /> Super-charged dual-core 1GHz processor makes multi-tasking a snap<br /> What you get in the box: <br />DROID 3 phone <br />Battery Door <br />Battery <br />Charger <br />User Guide</p>";"";"";"";"";"VAT";"(Electronics) Operating System: S[Android 2.3, Gingerbread]; (Electronics) Display: S[4.0""]; (Electronics) Storage Capacity: S[16GB]; Brand: E[Motorola]";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/21Y7tnPMVHL._SX220_.jpg"
"B00755AJUD";"en";"75";"Electronics & Digital Products";"0.00";"489.99";"0.000";"10";"0.00";"";"";"N";"";"DROID PRO";"<p>Access your work directory, email or calendar with Droid Pro by Motorola, an Android-for-business smartphone with corporate-level-security. It features both a QWERTY keyboard and touchscreen, a speedy 1 GHZ processor and Adobe&reg; Flash&reg; Player 10.<br /><br /> Key Features: <br /> Up to 2GB memory on board, 2GB microSD pre-installed, expandable up to 34GB <br /> 5MP camera with auto focus and dual-LED flash <br /> Touchscreen navigation, pinch to zoom and customized home screens <br /> CDMA plus quad-band GSM and tri-band UTMS <br /> Ultra-fast 1 GHz processor for better web browsing and speedy UI and downloads <br /> Android 2.2 (Froyo) Platform <br /> Mobile Email: IMAP and POP, Microsoft Exchange, Gmail&trade;, MSN Hotmail&reg;, Yahoo!&reg; and AOL&reg; <br /> Quickoffice&reg;, Skype mobile&trade;, YouTube, AuthenTec VPN client, Mediashare, File Manager <br /> Be a mobile hot spot for up to 5 other devices <br /> Adobe&reg; Flash&reg; Player 10 <br />What you get: <br /> DROID PRO by Motorola phone <br /> Battery <br /> Battery Door <br /> Travel Charger <br /> User Guide</p>";"";"";"";"";"VAT";"(Electronics) Operating System: S[Android 2.2, Froyo]; (Electronics) Display: S[3.1""]; (Electronics) Storage Capacity: S[4GB]; Brand: E[Motorola]";"";"Y";"N";"N";"droid-pro";"";"A";"3";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/21ey9KYVJBL._SX220_.jpg"
"";"ar";"";"Electronics";"";"";"";"";"";"";"";"";"";"DROID PRO";"<p>Access your work directory, email or calendar with Droid Pro by Motorola, an Android-for-business smartphone with corporate-level-security. It features both a QWERTY keyboard and touchscreen, a speedy 1 GHZ processor and Adobe&reg; Flash&reg; Player 10.<br /><br /> Key Features: <br /> Up to 2GB memory on board, 2GB microSD pre-installed, expandable up to 34GB <br /> 5MP camera with auto focus and dual-LED flash <br /> Touchscreen navigation, pinch to zoom and customized home screens <br /> CDMA plus quad-band GSM and tri-band UTMS <br /> Ultra-fast 1 GHz processor for better web browsing and speedy UI and downloads <br /> Android 2.2 (Froyo) Platform <br /> Mobile Email: IMAP and POP, Microsoft Exchange, Gmail&trade;, MSN Hotmail&reg;, Yahoo!&reg; and AOL&reg; <br /> Quickoffice&reg;, Skype mobile&trade;, YouTube, AuthenTec VPN client, Mediashare, File Manager <br /> Be a mobile hot spot for up to 5 other devices <br /> Adobe&reg; Flash&reg; Player 10 <br />What you get: <br /> DROID PRO by Motorola phone <br /> Battery <br /> Battery Door <br /> Travel Charger <br /> User Guide</p>";"";"";"";"";"VAT";"(Electronics) Operating System: S[Android 2.2, Froyo]; (Electronics) Display: S[3.1""]; (Electronics) Storage Capacity: S[4GB]; Brand: E[Motorola]";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/21ey9KYVJBL._SX220_.jpg"
"W00769N690";"en";"76";"Electronics & Digital Products";"0.00";"439.99";"0.000";"10";"0.00";"";"";"N";"";"FLIPSIDE with MOTOBLUR";"<p>MOTOROLA FLIPSIDE&trade; is a powerhouse at work or play, with enhanced MOTOBLUR to not only sync social media, but now to help prioritize - with content filters and resizable widgets to keep you on track.<br /><br /> Key Features: <br />Use Global Address Lookup to access corporate directions and easily schedule meetings on the go <br /> Touchscreen supports pinch-to-zoom or slide open for QWERTY keyboard and laptop-like nav pad <br /> Extend time between charges as MOTOBLUR battery manager monitors power consumption <br />Prioritize home screen messages using MOTOBLUR filters and resizable widgets <br />CrystalTalk&trade; PLUS technology amplifies your voice and filters out background noise <br />Facebook&trade;, MySpace and Twitter Direct Messaging <br />What you get in the box:: <br />FLIPSIDE&trade; with MOTOBLUR&trade; for AT&amp;T phone <br /> Battery BT61 <br /> Battery Door <br />Travel Charger <br /> User Guide</p>";"";"";"";"";"VAT";"(Electronics) Operating System: S[Android 2.1]; (Electronics) Display: S[3.1""]; (Electronics) Storage Capacity: S[2GB]; Brand: E[Motorola]";"";"Y";"N";"N";"flipside-with-motoblur";"";"A";"3";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/217Lf0Ah3rL._SX220_.jpg"
"";"ar";"";"Electronics";"";"";"";"";"";"";"";"";"";"FLIPSIDE with MOTOBLUR";"<p>MOTOROLA FLIPSIDE&trade; is a powerhouse at work or play, with enhanced MOTOBLUR to not only sync social media, but now to help prioritize - with content filters and resizable widgets to keep you on track.<br /><br /> Key Features: <br />Use Global Address Lookup to access corporate directions and easily schedule meetings on the go <br /> Touchscreen supports pinch-to-zoom or slide open for QWERTY keyboard and laptop-like nav pad <br /> Extend time between charges as MOTOBLUR battery manager monitors power consumption <br />Prioritize home screen messages using MOTOBLUR filters and resizable widgets <br />CrystalTalk&trade; PLUS technology amplifies your voice and filters out background noise <br />Facebook&trade;, MySpace and Twitter Direct Messaging <br />What you get in the box:: <br />FLIPSIDE&trade; with MOTOBLUR&trade; for AT&amp;T phone <br /> Battery BT61 <br /> Battery Door <br />Travel Charger <br /> User Guide</p>";"";"";"";"";"VAT";"(Electronics) Operating System: S[Android 2.1]; (Electronics) Display: S[3.1""]; (Electronics) Storage Capacity: S[2GB]; Brand: E[Motorola]";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/217Lf0Ah3rL._SX220_.jpg"
"L0078RO9Y9";"en";"78";"Electronics & Digital Products";"0.00";"100.00";"0.000";"10";"0.00";"";"";"N";"";"adizero Rush Shoes";"<p>Get moving in the lightweight adizero&trade; Rush shoes by adidas. These  featherweight, dynamic men's running shoes are just 7.5 ounces of  high-mileage style, with adiPRENE&reg;+ support in the forefoot, a light  synthetic upper and a thin rubber outsole for a close</p>";"";"";"";"";"VAT";"Brand: E[Adidas]";"";"Y";"N";"N";"adizero-rush-shoes";"";"A";"9";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/G48874_01.jpg"
"";"ar";"";"Electronics";"";"";"";"";"";"";"";"";"";"adizero Rush Shoes";"<p>Get moving in the lightweight adizero&trade; Rush shoes by adidas. These  featherweight, dynamic men's running shoes are just 7.5 ounces of  high-mileage style, with adiPRENE&reg;+ support in the forefoot, a light  synthetic upper and a thin rubber outsole for a close</p>";"";"";"";"";"VAT";"Brand: E[Adidas]";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/G48874_01.jpg"
"Z0079TIUPW";"en";"79";"Electronics & Digital Products";"98.00";"96.00";"0.000";"10";"0.00";"";"";"N";"";"adiZero Tempaia Shoes";"<p>The adiZero™ Tempaia shoes by adidas are lightweight, breathable tennis  shoes designed for multi-court use. They feature a breathable upper,  adiPRENE®+ in the forefoot for propulsion, adiPRENE® heel cushioning and  EXTENDED TORSION® for support.</p>";"";"";"";"";"VAT";"Brand: E[Adidas]";"";"Y";"N";"N";"adizero-tempaia-shoes";"";"A";"0";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/U42918_01.jpg"
"";"ar";"";"Electronics";"";"";"";"";"";"";"";"";"";"adiZero Tempaia Shoes";"<p>The adiZero™ Tempaia shoes by adidas are lightweight, breathable tennis  shoes designed for multi-court use. They feature a breathable upper,  adiPRENE®+ in the forefoot for propulsion, adiPRENE® heel cushioning and  EXTENDED TORSION® for support.</p>";"";"";"";"";"VAT";"Brand: E[Adidas]";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/U42918_01.jpg"
"M0080Z1B49";"en";"80";"Electronics & Digital Products";"0.00";"55.00";"0.000";"15";"0.00";"";"";"N";"";"Nike Tenkay Slip TXTL Women's Shoe";"<div class=""black-white-black-white text description""><div class=""product-description-component""><p><strong>The Nike Tenkay Slip TXTL: Casual-cool with a sporty side</strong></p>Versatile  and super comfortable, the Nike Tenkay Slip TXTL Women's Shoe looks as  good as it feels. With a soft textile upper and a durable rubber  outsole, this shoe provides excellent traction on a variety of surfaces.<br /><p><strong>Benefits</strong></p><li>Textile upper with suede overlays for a comfortable fit</li><li>Elastic slip-on entry for easy on and off</li><li>Flex grooves at outsole for enhanced flexibility</li><br /><p><strong>Additional Details</strong></p><li>Removable ankle strap for a versatile fit</li><li>Rubber outsole for durability</li></div></div>";"";"";"";"";"VAT";"Brand: E[Nike]";"";"Y";"N";"N";"nike-tenkay-slip-txtl-womens-shoe";"";"A";"6";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/476750_003_A.jpg"
"";"ar";"";"Electronics";"";"";"";"";"";"";"";"";"";"Nike Tenkay Slip TXTL Women's Shoe";"<div class=""black-white-black-white text description""><div class=""product-description-component""><p><strong>The Nike Tenkay Slip TXTL: Casual-cool with a sporty side</strong></p>Versatile  and super comfortable, the Nike Tenkay Slip TXTL Women's Shoe looks as  good as it feels. With a soft textile upper and a durable rubber  outsole, this shoe provides excellent traction on a variety of surfaces.<br /><p><strong>Benefits</strong></p><li>Textile upper with suede overlays for a comfortable fit</li><li>Elastic slip-on entry for easy on and off</li><li>Flex grooves at outsole for enhanced flexibility</li><br /><p><strong>Additional Details</strong></p><li>Removable ankle strap for a versatile fit</li><li>Rubber outsole for durability</li></div></div>";"";"";"";"";"VAT";"Brand: E[Nike]";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/476750_003_A.jpg"
"Y0081TT6SI";"en";"81";"Electronics & Digital Products";"0.00";"49.50";"0.000";"40";"0.00";"";"";"N";"";"Minnetonka Original Cowhide Driving Moc";"<div class=""linePadding leadingEquity"">Authentic designs. Free-spirited heritage. Shaping the moccasin's place in history since 1946.</div><div class=""linePadding"">Leather</div><ul class=""equityBullets firstSet""><li>&bull; Genuine leather construction </li><li>&bull; Lace-up front </li><li>&bull; Long-wearing nub bottom </li><li>&bull; Cushioned leather insole </li><li>&bull; Contrast stitching </li></ul>";"";"";"";"";"VAT";"";"";"Y";"N";"N";"minnetonka-original-cowhide-driving-moc";"";"A";"0";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/7210_4815_200_f.jpg"
"";"ar";"";"Electronics";"";"";"";"";"";"";"";"";"";"Minnetonka Original Cowhide Driving Moc";"<div class=""linePadding leadingEquity"">Authentic designs. Free-spirited heritage. Shaping the moccasin's place in history since 1946.</div><div class=""linePadding"">Leather</div><ul class=""equityBullets firstSet""><li>&bull; Genuine leather construction </li><li>&bull; Lace-up front </li><li>&bull; Long-wearing nub bottom </li><li>&bull; Cushioned leather insole </li><li>&bull; Contrast stitching </li></ul>";"";"";"";"";"VAT";"";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/7210_4815_200_f.jpg"
"S0082Z8OYM";"en";"82";"Electronics & Digital Products";"0.00";"19.99";"0.000";"10";"0.00";"";"";"N";"";"Legend of the Guardians: the Owls of Ga'hoole(VG)";"<ul class=""desc_details"" style=""margin-top: 0px; margin-bottom: 0px; margin-left: 0px; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-size: 11px; font-family: Verdana, Helvetica, Arial, sans-serif; vertical-align: baseline; list-style-position: initial; list-style-image: initial; color: #ffffff; line-height: 11px; padding: 0px; border: 0px initial initial;""><li style=""padding-bottom: 5px; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-style: inherit; font-family: inherit; vertical-align: baseline; line-height: 15px; clear: left; margin: 0px; border: 0px initial initial;""><span style=""color: #000000;""><strong>Studio:</strong> Warner Home Video</span></li><li style=""padding-bottom: 5px; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-style: inherit; font-family: inherit; vertical-align: baseline; line-height: 15px; clear: left; margin: 0px; border: 0px initial initial;""><span style=""color: #000000;""><strong>Theatrical Release Date: </strong>09/23/2010</span></li><li style=""padding-bottom: 5px; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-style: inherit; font-family: inherit; vertical-align: baseline; line-height: 15px; clear: left; margin: 0px; border: 0px initial initial;""><span style=""color: #000000;""><strong>Packaging Type:</strong> Wii</span></li><li style=""padding-bottom: 5px; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-style: inherit; font-family: inherit; vertical-align: baseline; line-height: 15px; clear: left; margin: 0px; border: 0px initial initial;""><span style=""color: #000000;""><strong>Genre:</strong> Action/Adventure</span></li><li style=""padding-bottom: 5px; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-style: inherit; font-family: inherit; vertical-align: baseline; line-height: 15px; clear: left; margin: 0px; border: 0px initial initial;""> <ul class=""desc_details"" style=""margin-top: 0px; margin-bottom: 0px; margin-left: 0px; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-size: 11px; font-family: Verdana, Helvetica, Arial, sans-serif; vertical-align: baseline; list-style-position: initial; list-style-image: initial; color: #ffffff; line-height: 11px; padding: 0px; border: 0px initial initial;""><li style=""padding-bottom: 5px; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-style: inherit; font-family: inherit; vertical-align: baseline; line-height: 15px; clear: left; margin: 0px; border: 0px initial initial;""><span style=""color: #000000; background-color: #ffffff;""><strong style=""border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-style: inherit; font-family: inherit; vertical-align: baseline; padding: 0px; margin: 0px; border: 0px initial initial;"">Theatrical Release Date:</strong>&nbsp;09/23/2010</span></li><li style=""padding-bottom: 5px; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-style: inherit; font-family: inherit; vertical-align: baseline; line-height: 15px; clear: left; margin: 0px; border: 0px initial initial;""><span style=""color: #000000; background-color: #ffffff;"">Ships to U.S. Destinations Only</span></li></ul></li></ul><p>&nbsp;</p>";"";"";"";"";"VAT";"Brand: E[Warner Home Video ]";"";"Y";"N";"N";"legend-of-the-guardians-the-owls-of-gahoole-vg";"";"A";"3";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/2817406.jpg"
"";"ar";"";"Electronics";"";"";"";"";"";"";"";"";"";"Legend of the Guardians: the Owls of Ga'hoole(VG)";"<ul class=""desc_details"" style=""margin-top: 0px; margin-bottom: 0px; margin-left: 0px; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-size: 11px; font-family: Verdana, Helvetica, Arial, sans-serif; vertical-align: baseline; list-style-position: initial; list-style-image: initial; color: #ffffff; line-height: 11px; padding: 0px; border: 0px initial initial;""><li style=""padding-bottom: 5px; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-style: inherit; font-family: inherit; vertical-align: baseline; line-height: 15px; clear: left; margin: 0px; border: 0px initial initial;""><span style=""color: #000000;""><strong>Studio:</strong> Warner Home Video</span></li><li style=""padding-bottom: 5px; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-style: inherit; font-family: inherit; vertical-align: baseline; line-height: 15px; clear: left; margin: 0px; border: 0px initial initial;""><span style=""color: #000000;""><strong>Theatrical Release Date: </strong>09/23/2010</span></li><li style=""padding-bottom: 5px; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-style: inherit; font-family: inherit; vertical-align: baseline; line-height: 15px; clear: left; margin: 0px; border: 0px initial initial;""><span style=""color: #000000;""><strong>Packaging Type:</strong> Wii</span></li><li style=""padding-bottom: 5px; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-style: inherit; font-family: inherit; vertical-align: baseline; line-height: 15px; clear: left; margin: 0px; border: 0px initial initial;""><span style=""color: #000000;""><strong>Genre:</strong> Action/Adventure</span></li><li style=""padding-bottom: 5px; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-style: inherit; font-family: inherit; vertical-align: baseline; line-height: 15px; clear: left; margin: 0px; border: 0px initial initial;""> <ul class=""desc_details"" style=""margin-top: 0px; margin-bottom: 0px; margin-left: 0px; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-size: 11px; font-family: Verdana, Helvetica, Arial, sans-serif; vertical-align: baseline; list-style-position: initial; list-style-image: initial; color: #ffffff; line-height: 11px; padding: 0px; border: 0px initial initial;""><li style=""padding-bottom: 5px; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-style: inherit; font-family: inherit; vertical-align: baseline; line-height: 15px; clear: left; margin: 0px; border: 0px initial initial;""><span style=""color: #000000; background-color: #ffffff;""><strong style=""border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-style: inherit; font-family: inherit; vertical-align: baseline; padding: 0px; margin: 0px; border: 0px initial initial;"">Theatrical Release Date:</strong>&nbsp;09/23/2010</span></li><li style=""padding-bottom: 5px; border-image: initial; outline-width: 0px; outline-style: initial; outline-color: initial; font-style: inherit; font-family: inherit; vertical-align: baseline; line-height: 15px; clear: left; margin: 0px; border: 0px initial initial;""><span style=""color: #000000; background-color: #ffffff;"">Ships to U.S. Destinations Only</span></li></ul></li></ul><p>&nbsp;</p>";"";"";"";"";"VAT";"Brand: E[Warner Home Video ]";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/2817406.jpg"
"X0083AILW7";"en";"83";"Electronics & Digital Products";"0.00";"19.99";"0.000";"10";"0.00";"";"";"N";"";"Speed Racer: The Videogame (Wii)";"<p>&nbsp;</p><p>Studio: Warner Home Video</p><p>Packaging Type: Wii</p><p>Genre: Action/Adventure, Racing</p><p>Synopsis:</p><p>Fantasy Violence, Mild Language</p><p>&nbsp;</p><p>After uncovering the corrupt influence of Royalton Industries and smashing all his opponents in The Crucible, Speed Racer returns for his 2nd year of racing and this time the illustrious World Racing League Cup is up for grabs. Who will be the fastest, most cunning racer to win is unknown. Watch out for Cannonball Taylor who has revenge on his mind, while choosing allies like Racer X, to overcome the challenges that this years circuit has to offer.</p><p>&nbsp;</p>";"";"";"";"";"VAT";"Brand: E[Warner Home Video ]";"";"Y";"N";"N";"speed-racer-the-videogame-wii";"";"A";"3";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/1907188.jpg"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"X0083AILW7";"ar";"83";"Electronics";"0.00";"19.99";"0.000";"10";"0.00";"";"";"N";"";"Speed Racer: The Videogame (Wii)";"<p>&nbsp;</p><p>Studio: Warner Home Video</p><p>Packaging Type: Wii</p><p>Genre: Action/Adventure, Racing</p><p>Synopsis:</p><p>Fantasy Violence, Mild Language</p><p>&nbsp;</p><p>After uncovering the corrupt influence of Royalton Industries and smashing all his opponents in The Crucible, Speed Racer returns for his 2nd year of racing and this time the illustrious World Racing League Cup is up for grabs. Who will be the fastest, most cunning racer to win is unknown. Watch out for Cannonball Taylor who has revenge on his mind, while choosing allies like Racer X, to overcome the challenges that this years circuit has to offer.</p><p>&nbsp;</p>";"";"";"";"";"VAT";"Brand: E[Warner Home Video ]";"";"Y";"N";"N";"";"";"A";"3";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/1907188.jpg"
"P0084TFPRL";"en";"84";"Electronics & Digital Products";"0.00";"19.99";"0.000";"10";"0.00";"";"";"N";"";"Lego Batman (Wii)";"<p>&nbsp;</p><p>Studio: Warner Bros.</p><p>Packaging Type: Wii</p><p>Copyright:</p><p>BATMAN and all related characters and elements are trademarks of and &copy; DC Comics. WBIE LOGO, WB SHIELD: &trade; &amp; &copy; Warner Bros. Entertainment Inc. (s08) LEGO, the LEGO logo and the Minifigure are trademarks of the LEGO Group. &copy; 2008 The LEGO Group. All Rights Reserved. LEGO BATMAN: THE VIDEOGAME Software &copy; 2008 TT Games Publishing Ltd. All other trademarks and copyrights are the property of their respective owners. All rights reserved.</p><p>Genre: Action/Adventure, GAME</p><p>Synopsis:</p><p>Cartoon Violence</p><p>&nbsp;</p><p>When all the villains in Arkham Asylum team up and break loose, only the dynamic duo is bold enough to take them on to save Gotham City. The fun of LEGO, the drama of Batman and the uniqueness of the combination makes for a comical and exciting adventure in LEGO Batman: The Videogame. Play as Batman and his sidekick Robin as you build, drive, swing and fight your way through Gotham City capturing escaped villains including The Joker, Penguin, Scarecrow and more. Then, jump into the story from the other side and play as Batmans foes! Enjoy the power you wield and battle Batman while spreading chaos throughout the city. There is no rest for the good (or evil!).</p><p>&nbsp;</p>";"";"";"";"";"VAT";"Brand: E[Warner Bros.]";"";"Y";"N";"N";"lego-batman-wii";"";"A";"0";"CS-Cart";"https://is2or.com/images/thumbnails/570/570/detailed/0/2083726.jpg"
"";"ar";"";"Electronics";"";"";"";"";"";"";"";"";"";"Lego Batman (Wii)";"<p>&nbsp;</p><p>Studio: Warner Bros.</p><p>Packaging Type: Wii</p><p>Copyright:</p><p>BATMAN and all related characters and elements are trademarks of and &copy; DC Comics. WBIE LOGO, WB SHIELD: &trade; &amp; &copy; Warner Bros. Entertainment Inc. (s08) LEGO, the LEGO logo and the Minifigure are trademarks of the LEGO Group. &copy; 2008 The LEGO Group. All Rights Reserved. LEGO BATMAN: THE VIDEOGAME Software &copy; 2008 TT Games Publishing Ltd. All other trademarks and copyrights are the property of their respective owners. All rights reserved.</p><p>Genre: Action/Adventure, GAME</p><p>Synopsis:</p><p>Cartoon Violence</p><p>&nbsp;</p><p>When all the villains in Arkham Asylum team up and break loose, only the dynamic duo is bold enough to take them on to save Gotham City. The fun of LEGO, the drama of Batman and the uniqueness of the combination makes for a comical and exciting adventure in LEGO Batman: The Videogame. Play as Batman and his sidekick Robin as you build, drive, swing and fight your way through Gotham City capturing escaped villains including The Joker, Penguin, Scarecrow and more. Then, jump into the story from the other side and play as Batmans foes! Enjoy the power you wield and battle Batman while spreading chaos throughout the city. There is no rest for the good (or evil!).</p><p>&nbsp;</p>";"";"";"";"";"VAT";"Brand: E[Warner Bros.]";"";"";"";"";"";"";"";"";"";"https://is2or.com/images/thumbnails/570/570/detailed/0/2083726.jpg"
