CategoryCode;CategoryPath;Language;CategoryId;DateAdded;Status;Position;DetailedImageURL;Description;ProductDetailsView;UsergroupIds;PageTitle;MetaDescription;MetaKeywords;CategoryUrl;SeoName;Store;Discussion
"";"المجوهرات///الذهب///الخواتم";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"309";"Jewelries///Gold///Bracelet";"en";"344";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/jewelries/gold/jewelries-en/";"jewelries-en";"";""
"";"المجوهرات///الذهب///الأساور";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"310";"Jewelries///Gold///Chain";"en";"345";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/jewelries/gold/jewelries-en-2/";"jewelries-en-2";"";""
"";"المجوهرات///الذهب///السلاسل";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"311";"Jewelries///Gold///Earring";"en";"346";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/jewelries/gold/jewelries-en-3/";"jewelries-en-3";"";""
"";"المجوهرات///الذهب///الأقراط";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"290";"Fashion///Women///Clothes";"en";"351";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/fashion/women/fashion/";"fashion";"";""
"";"الأزياء///النساء///الملابس";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"291";"Fashion///Women///Hand Bag";"en";"352";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/fashion/women/fashion-en/";"fashion-en";"";""
"";"الأزياء///النساء///حقائب اليد";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"292";"Fashion///Women///Shoes";"en";"353";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/fashion/women/fashion-en-2/";"fashion-en-2";"";""
"";"الأزياء///النساء///الأحذية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"293";"Fashion///Women///Wedding";"en";"354";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/fashion/women/fashion-en-3/";"fashion-en-3";"";""
"";"الأزياء///النساء///فساتين الزفاف";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"294";"Fashion///Women///Traditional Costume";"en";"355";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/fashion/women/fashion-en-4/";"fashion-en-4";"";""
"";"الأزياء///النساء///الأزياء التقليدية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"295";"Fashion///Women///Accessories";"en";"356";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/fashion/women/fashion-en-5/";"fashion-en-5";"";""
"";"الأزياء///النساء///الإكسسوارات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"296";"Fashion///Men///Clothes";"en";"357";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/fashion/men/fashion/";"fashion";"";""
"";"الأزياء///الرجال///الملابس";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"297";"Fashion///Men///Shoes";"en";"358";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/fashion/men/fashion-en/";"fashion-en";"";""
"";"الأزياء///الرجال///الأحذية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"298";"Fashion///Men///Accessories";"en";"359";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/fashion/men/fashion-en-2/";"fashion-en-2";"";""
"";"الأزياء///الرجال///الإكسسوارات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"380";"Supermarket///Fruits & Vegetables///Fruits";"en";"363";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en/supermarket/";"supermarket";"";""
"";"السوبر ماركت///الفواكه والخضروات///الفواكه";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"381";"Supermarket///Fruits & Vegetables///Vegetables";"en";"364";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en/supermarket-en/";"supermarket-en";"";""
"";"السوبر ماركت///الفواكه والخضروات///الخضروات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"382";"Supermarket///Breakfast & Snacks///Breakfast";"en";"365";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en-3/supermarket/";"supermarket";"";""
"";"السوبر ماركت///الإفطار والوجبات الخفيفة///الإفطار";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"383";"Supermarket///Breakfast & Snacks///Snacks";"en";"366";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en-3/supermarket-en/";"supermarket-en";"";""
"";"السوبر ماركت///الإفطار والوجبات الخفيفة///الوجبات الخفيفة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"384";"Supermarket///Bakery///Pastries";"en";"367";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en-5/supermarket/";"supermarket";"";""
"";"السوبر ماركت///المخبوزات///المعجنات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"385";"Supermarket///Bakery///Desserts";"en";"368";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en-5/supermarket-en/";"supermarket-en";"";""
"";"السوبر ماركت///المخبوزات///الحلويات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"386";"Supermarket///Dairy///Milk";"en";"369";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en/supermarket/";"supermarket";"";""
"";"السوبر ماركت///منتجات الألبان///الحليب";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"387";"Supermarket///Dairy///Butter Milk";"en";"370";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en/supermarket-en/";"supermarket-en";"";""
"";"السوبر ماركت///منتجات الألبان///اللبن";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"388";"Supermarket///Dairy///Yougets";"en";"371";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en/supermarket-en-2/";"supermarket-en-2";"";""
"";"السوبر ماركت///منتجات الألبان///الزبادي";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"389";"Supermarket///Beverages///Soda";"en";"372";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en-6/supermarket/";"supermarket";"";""
"";"السوبر ماركت///المشروبات///المشروبات الغازية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"390";"Supermarket///Beverages///Juice";"en";"373";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en-6/supermarket-en/";"supermarket-en";"";""
"";"السوبر ماركت///المشروبات///العصائر";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"391";"Supermarket///Children And Baby Products///Children Products";"en";"374";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en-11/supermarket/";"supermarket";"";""
"";"السوبر ماركت///منتجات الأطفال والرضع///منتجات الأطفال";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"392";"Supermarket///Children And Baby Products///Baby Products";"en";"375";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en-11/supermarket-en/";"supermarket-en";"";""
"";"السوبر ماركت///منتجات الأطفال والرضع///منتجات الرضع";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"393";"Supermarket///Pet Products///Dog Products";"en";"376";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en-12/supermarket/";"supermarket";"";""
"";"السوبر ماركت///منتجات الحيوانات الأليفة///منتجات الكلاب";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"394";"Supermarket///Pet Products///Cat Products";"en";"377";"";"A";"0";"";"";"";"0";"";"";"";"https://is2or.com/supermarket/supermarket-en-12/supermarket-en/";"supermarket-en";"";""
"";"السوبر ماركت///منتجات الحيوانات الأليفة///منتجات القطط";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
