CategoryCode;CategoryPath;Language;Store;PageTitle;CategoryId;DateAdded;Status;Position;DetailedImageURL;Description;ProductDetailsView;UsergroupIds;MetaDescription;MetaKeywords;CategoryUrl;SeoName;Discussion;Vendor categories fee - Exclusive;Vendor categories fee - Default plan;Vendor categories fee - Bronze;Vendor categories fee - Free;Vendor categories fee - Silver;Vendor categories fee - Professional;Vendor categories fee - Gold;Vendor categories fee - Enterprise;Vendor categories fee - Platinum;Vendor categories fee - Corporate;Vendor categories fee - Custom;IsVirtual;VirtualConditions
"514";"Supermarket///Wholesale & Bulk";"en";"Is2or";"";"514";"21 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"https://is2or.com/supermarket/wholesale-and-bulk/";"wholesale-and-bulk";"D";"9.70";"";"9.70";"";"9.70";"";"9.70";"";"9.70";"";"";"N";""
"";"سوبر ماركت///بيع بالجملة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"515";"Supermarket///Retail";"en";"Is2or";"";"515";"21 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"https://is2or.com/supermarket/retail/";"retail";"D";"9.00";"";"9.00";"";"9.00";"";"9.00";"";"9.00";"";"";"N";""
"";"سوبر ماركت///المخبوزات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"533";"Automotive///Car Parts";"en";"Is2or";"";"533";"21 Jan 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"https://is2or.com/automotive/car-parts/";"car-parts";"D";"12.00";"";"12.00";"";"12.00";"";"12.00";"";"12.00";"";"";"N";""
"";"السيارات///قطع غيار السيارات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"534";"Automotive///Auto Accessories";"en";"Is2or";"";"534";"21 Jan 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"https://is2or.com/automotive/auto-accessories/";"auto-accessories";"D";"11.50";"";"11.50";"";"11.50";"";"11.50";"";"11.50";"";"";"N";""
"";"السيارات///اكسسوارات السيارات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Electronics & Technology///Smartphones & Tablets";"en";"Store";"";"665";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/electronics-and-technology/smartphones-and-tablets/";"smartphones-and-tablets";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الإلكترونيات والتكنولوجيا///الهواتف الذكية والأجهزة اللوحية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Electronics & Technology///Laptops & Computers";"en";"Store";"";"666";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/electronics-and-technology/laptops-and-computers/";"laptops-and-computers";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الإلكترونيات والتكنولوجيا///أجهزة الكمبيوتر المحمول والكمبيوتر المحمول";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Electronics & Technology///Gaming Consoles & Video Games";"en";"Store";"";"667";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/electronics-and-technology/gaming-consoles-and-video-games/";"gaming-consoles-and-video-games";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الإلكترونيات والتكنولوجيا///أجهزة الألعاب وألعاب الفيديو";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Electronics & Technology///Cameras & Photography Equipment";"en";"Store";"";"668";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/electronics-and-technology/cameras-and-photography-equipment/";"cameras-and-photography-equipment";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الإلكترونيات والتكنولوجيا///الكاميرات ومعدات التصوير الفوتوغرافي";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Electronics & Technology///Audio Equipment (Headphones, Speakers)";"en";"Store";"";"669";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/electronics-and-technology/audio-equipment-headphones-speakers/";"audio-equipment-headphones-speakers";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الإلكترونيات والتكنولوجيا///معدات الصوت (سماعات الرأس ومكبرات الصوت)";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Electronics & Technology///TVs & Home Entertainment";"en";"Store";"";"670";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/electronics-and-technology/tvs-and-home-entertainment/";"tvs-and-home-entertainment";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الإلكترونيات والتكنولوجيا///أجهزة التلفاز والترفيه المنزلي";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Electronics & Technology///Smartwatches & Wearables";"en";"Store";"";"671";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/electronics-and-technology/smartwatches-and-wearables/";"smartwatches-and-wearables";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الإلكترونيات والتكنولوجيا///الساعات الذكية والأجهزة القابلة للارتداء";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Electronics & Technology///Computer Parts & Accessories";"en";"Store";"";"672";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/electronics-and-technology/computer-parts-and-accessories/";"computer-parts-and-accessories";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الإلكترونيات والتكنولوجيا///قطع غيار الكمبيوتر وملحقاته";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Home & Furniture///Living Room Furniture";"en";"Store";"";"673";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/home-and-furniture/living-room-furniture/";"living-room-furniture";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المنزل والأثاث///أثاث غرفة المعيشة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Home & Furniture///Bedroom Sets";"en";"Store";"";"674";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/home-and-furniture/bedroom-sets/";"bedroom-sets";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المنزل والأثاث///أطقم غرف نوم";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Home & Furniture///Dining Sets";"en";"Store";"";"675";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/home-and-furniture/dining-sets/";"dining-sets";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المنزل والأثاث///أطقم الطعام";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Home & Furniture///Office Furniture";"en";"Store";"";"676";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/home-and-furniture/office-furniture/";"office-furniture";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المنزل والأثاث///أثاث مكتبي";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Home & Furniture///Outdoor Furniture";"en";"Store";"";"677";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/home-and-furniture/outdoor-furniture/";"outdoor-furniture";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المنزل والأثاث///أثاث خارجي";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Home & Furniture///Home Appliances";"en";"Store";"";"678";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/home-and-furniture/home-appliances/";"home-appliances";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المنزل والأثاث///الأجهزة المنزلية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Home & Furniture///Kitchen Equipment";"en";"Store";"";"679";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/home-and-furniture/kitchen-equipment/";"kitchen-equipment";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المنزل والأثاث///معدات المطبخ";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Home & Furniture///Light Fixtures";"en";"Store";"";"680";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/home-and-furniture/light-fixtures/";"light-fixtures";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المنزل والأثاث///تركيبات الإضاءة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Home & Furniture///Rugs & Carpets";"en";"Store";"";"681";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/home-and-furniture/rugs-and-carpets/";"rugs-and-carpets";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المنزل والأثاث///السجاد والموكيت";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Books & Media///Books";"en";"Store";"";"682";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/books-and-media/books/";"books";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الكتب والوسائط///الكتب";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Books & Media///Textbooks";"en";"Store";"";"683";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/books-and-media/textbooks/";"textbooks";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الكتب والوسائط///الكتب المدرسية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Books & Media///Vinyl Records";"en";"Store";"";"684";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/books-and-media/vinyl-records/";"vinyl-records";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الكتب والوسائط///تسجيلات الفينيل";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Books & Media///CDs & DVDs";"en";"Store";"";"685";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/books-and-media/cds-and-dvds/";"cds-and-dvds";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الكتب والوسائط///CDs & DVDs";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Books & Media///Comic Books";"en";"Store";"";"686";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/books-and-media/comic-books/";"comic-books";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الكتب والوسائط///الكتب الهزلية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Books & Media///Magazines";"en";"Store";"";"687";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/books-and-media/magazines/";"magazines";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الكتب والوسائط///المجلات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Books & Media///Collectible Publications";"en";"Store";"";"688";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/books-and-media/collectible-publications/";"collectible-publications";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الكتب والوسائط///المنشورات القابلة للتحصيل";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Books & Media///Educational Materials";"en";"Store";"";"689";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/books-and-media/educational-materials/";"educational-materials";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الكتب والوسائط///المواد التعليمية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Vehicles & Transportation///Motorcycles";"en";"Store";"";"690";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/vehicles-and-transportation/motorcycles/";"motorcycles";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المركبات والنقل///الدراجات النارية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Vehicles & Transportation///Bicycles";"en";"Store";"";"691";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/vehicles-and-transportation/bicycles/";"bicycles";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المركبات والنقل///الدراجات الهوائية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Vehicles & Transportation///Auto Parts";"en";"Store";"";"692";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/vehicles-and-transportation/auto-parts/";"auto-parts";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المركبات والنقل///قطع غيار السيارات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Vehicles & Transportation///Car Electronics";"en";"Store";"";"693";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/vehicles-and-transportation/car-electronics/";"car-electronics";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المركبات والنقل///إلكترونيات السيارات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Vehicles & Transportation///Tires & Wheels";"en";"Store";"";"694";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/vehicles-and-transportation/tires-and-wheels/";"tires-and-wheels";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المركبات والنقل///الإطارات والعجلات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Vehicles & Transportation///Marine Equipment";"en";"Store";"";"695";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/vehicles-and-transportation/marine-equipment/";"marine-equipment";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المركبات والنقل///المعدات البحرية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Vehicles & Transportation///Vehicle Accessories";"en";"Store";"";"696";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/vehicles-and-transportation/vehicle-accessories/";"vehicle-accessories";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"المركبات والنقل///إكسسوارات المركبات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Fashion & Accessories///Designer Clothing";"en";"Store";"";"697";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/fashion-and-accessories/designer-clothing/";"designer-clothing";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأزياء والإكسسوارات///ملابس المصممين";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Fashion & Accessories///Luxury Bags";"en";"Store";"";"698";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/fashion-and-accessories/luxury-bags/";"luxury-bags";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأزياء والإكسسوارات///حقائب فاخرة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Fashion & Accessories///Watches";"en";"Store";"";"699";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/fashion-and-accessories/watches/";"watches";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأزياء والإكسسوارات///الساعات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Fashion & Accessories///Jewelry";"en";"Store";"";"700";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/fashion-and-accessories/jewelry/";"jewelry";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأزياء والإكسسوارات///المجوهرات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Fashion & Accessories///Shoes";"en";"Store";"";"701";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/fashion-and-accessories/shoes/";"shoes";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأزياء والإكسسوارات///الأحذية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"51";"Fashion & Accessories///Vintage Clothing";"en";"Store";"";"702";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/fashion-and-accessories/vintage-clothing/";"vintage-clothing";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأزياء والإكسسوارات///ملابس عتيقة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"52";"Fashion & Accessories///Accessories";"en";"Store";"";"703";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/fashion-and-accessories/accessories/";"accessories";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأزياء والإكسسوارات///الإكسسوارات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"53";"Fashion & Accessories///Designer Sunglasses";"en";"Store";"";"704";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/fashion-and-accessories/designer-sunglasses/";"designer-sunglasses";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأزياء والإكسسوارات///نظارات شمسية مصممة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"54";"Sports & Fitness///Exercise Equipment";"en";"Store";"";"705";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/sports-and-fitness/exercise-equipment/";"exercise-equipment";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الرياضة واللياقة البدنية///معدات التمارين الرياضية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"55";"Sports & Fitness///Sports Gear";"en";"Store";"";"706";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/sports-and-fitness/sports-gear/";"sports-gear";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الرياضة واللياقة البدنية///معدات رياضية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"56";"Sports & Fitness///Camping Equipment";"en";"Store";"";"707";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/sports-and-fitness/camping-equipment/";"camping-equipment";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الرياضة واللياقة البدنية///معدات التخييم";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"57";"Sports & Fitness///Bicycles & Accessories";"en";"Store";"";"708";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/sports-and-fitness/bicycles-and-accessories/";"bicycles-and-accessories";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الرياضة واللياقة البدنية///الدراجات الهوائية وملحقاتها";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"58";"Sports & Fitness///Golf Equipment";"en";"Store";"";"709";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/sports-and-fitness/golf-equipment/";"golf-equipment";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الرياضة واللياقة البدنية///معدات الغولف";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"59";"Sports & Fitness///Fitness Trackers";"en";"Store";"";"710";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/sports-and-fitness/fitness-trackers/";"fitness-trackers";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الرياضة واللياقة البدنية///أجهزة تتبع اللياقة البدنية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"60";"Sports & Fitness///Gym Equipment";"en";"Store";"";"711";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/sports-and-fitness/gym-equipment/";"gym-equipment";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الرياضة واللياقة البدنية///معدات الصالة الرياضية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"61";"Sports & Fitness///Water Sports Equipment";"en";"Store";"";"712";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/sports-and-fitness/water-sports-equipment/";"water-sports-equipment";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الرياضة واللياقة البدنية///معدات الرياضات المائية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62";"Musical Instruments///Guitars";"en";"Store";"";"713";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/musical-instruments/guitars/";"guitars";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الآلات الموسيقية///القيثارات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"63";"Musical Instruments///Pianos & Keyboards";"en";"Store";"";"714";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/musical-instruments/pianos-and-keyboards/";"pianos-and-keyboards";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الآلات الموسيقية///البيانو ولوحات المفاتيح";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"64";"Musical Instruments///Drums & Percussion";"en";"Store";"";"715";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/musical-instruments/drums-and-percussion/";"drums-and-percussion";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الآلات الموسيقية///الطبول والإيقاع";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"65";"Musical Instruments///DJ Equipment";"en";"Store";"";"716";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/musical-instruments/dj-equipment/";"dj-equipment";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الآلات الموسيقية///معدات الدي جي";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"66";"Musical Instruments///Studio Equipment";"en";"Store";"";"717";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/musical-instruments/studio-equipment/";"studio-equipment";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الآلات الموسيقية///معدات الاستوديو";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"67";"Musical Instruments///Wind Instruments";"en";"Store";"";"718";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/musical-instruments/wind-instruments/";"wind-instruments";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الآلات الموسيقية///أدوات الرياح";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"68";"Musical Instruments///String Instruments";"en";"Store";"";"719";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/musical-instruments/string-instruments/";"string-instruments";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الآلات الموسيقية///الآلات الوترية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"69";"Musical Instruments///Music Accessories";"en";"Store";"";"720";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/musical-instruments/music-accessories/";"music-accessories";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الآلات الموسيقية///إكسسوارات الموسيقى";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"70";"Kids & Baby///Toys & Games";"en";"Store";"";"721";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/kids-and-baby/toys-and-games/";"toys-and-games";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأطفال والرضع///الألعاب والألعاب";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"71";"Kids & Baby///Baby Gear";"en";"Store";"";"722";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/kids-and-baby/baby-gear/";"baby-gear";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأطفال والرضع///معدات الأطفال";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"72";"Kids & Baby///Children's Furniture";"en";"Store";"";"723";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/kids-and-baby/childrens-furniture/";"childrens-furniture";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأطفال والرضع///أثاث الأطفال";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"73";"Kids & Baby///School Supplies";"en";"Store";"";"724";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/kids-and-baby/school-supplies/";"school-supplies";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأطفال والرضع///اللوازم المدرسية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"74";"Kids & Baby///Kids' Electronics";"en";"Store";"";"725";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/kids-and-baby/kids-electronics/";"kids-electronics";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأطفال والرضع///إلكترونيات الأطفال";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"75";"Kids & Baby///Baby Clothes";"en";"Store";"";"726";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/kids-and-baby/baby-clothes/";"baby-clothes";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
"";"الأطفال والرضع///ملابس الأطفال";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"76";"Kids & Baby///Strollers & Car Seats";"en";"Store";"";"727";"";"A";"0";"";"";"";"0";"";"";"https://is2or.com/kids-and-baby/strollers-and-car-seats/";"strollers-and-car-seats";"";"";"";"";"";"";"";"";"";"";"";"";"N";""
