CategoryCode;CategoryPath;Language;Store
"1028";"Home & Living///Outdoor Living///BBQ Accessories";"en";"Is2or"
"1029";"Home & Living///Lighting///Lamps & Shades";"en";"Is2or"
"1030";"Home & Living///Lighting///Decorative Lights";"en";"Is2or"
"1031";"Home & Living///Lighting///Candles & Holders";"en";"Is2or"
"1032";"Home & Living///Lighting///Lanterns";"en";"Is2or"
"1033";"Home & Living///Cleaning///Cleaning Tools";"en";"Is2or"
"1034";"Home & Living///Cleaning///Cleaning Supplies";"en";"Is2or"
"1035";"Home & Living///Cleaning///Waste & Recycling";"en";"Is2or"
"1036";"Home & Living///Storage & Organizers///Storage Boxes";"en";"Is2or"
"1037";"Home & Living///Storage & Organizers///Shelving & Cabinets";"en";"Is2or"
"1038";"Home & Living///Storage & Organizers///Closet Organization";"en";"Is2or"
"1039";"Home & Living///Storage & Organizers///Shoe Storage";"en";"Is2or"
"1040";"Home & Living///Storage & Organizers///Utility Storage";"en";"Is2or"
"1041";"Home & Living///Bedding & Bath///Bedding";"en";"Is2or"
"1042";"Home & Living///Bedding & Bath///Pillows & Covers";"en";"Is2or"
"1043";"Home & Living///Bedding & Bath///Bath Towels";"en";"Is2or"
"1044";"Home & Living///Bedding & Bath///Bathroom Accessories";"en";"Is2or"
"1045";"Home & Living///Bedding & Bath///Laundry Accessories";"en";"Is2or"
"1046";"Home & Living///Kitchen & Dining///Cookware";"en";"Is2or"
"1047";"Home & Living///Kitchen & Dining///Bakeware";"en";"Is2or"
"1048";"Home & Living///Kitchen & Dining///Dinnerware";"en";"Is2or"
"1049";"Home & Living///Kitchen & Dining///Kitchen Tools";"en";"Is2or"
"1050";"Home & Living///Kitchen & Dining///Food Storage";"en";"Is2or"
"1051";"Home & Living///Decorations///Wall Decor";"en";"Is2or"
"1052";"Home & Living///Decorations///Mirrors";"en";"Is2or"
"1053";"Home & Living///Decorations///Clocks";"en";"Is2or"
"1054";"Home & Living///Decorations///Decorative Accents";"en";"Is2or"
"1055";"Home & Living///Furnitures///Living Room Furniture";"en";"Is2or"
"1056";"Home & Living///Furnitures///Bedroom Furniture";"en";"Is2or"
"1057";"Home & Living///Furnitures///Dining Furniture";"en";"Is2or"
"1058";"Home & Living///Furnitures///Office Furniture";"en";"Is2or"
"1059";"Home & Living///Furnitures///Outdoor Furniture";"en";"Is2or"
"1061";"Home & Living///Home Improvements///Repair Tools";"en";"Is2or"
"1062";"Home & Living///Home Improvements///Adhesives & Sealants";"en";"Is2or"
"1063";"Home & Living///Home Improvements///Safety Gear";"en";"Is2or"
"1064";"Home & Living///Home Improvements///Measuring Tools";"en";"Is2or"
"1065";"Home & Living///Home Improvements///Mounting & Fixing Hardware";"en";"Is2or"
"1066";"Home & Living///Home Textiles///Prayer Mat";"en";"Is2or"
"1067";"Home & Living///Kitchen & Dining///Paper Towels";"en";"Is2or"
"1068";"Home & Living///Kitchen & Dining///Foil & Wraps";"en";"Is2or"
"1069";"Home & Living///Kitchen & Dining///Kitchen Accessories";"en";"Is2or"
"1070";"Home & Living///Kitchen & Dining///Dining Accessories";"en";"Is2or"
"1072";"Fashion & Jewelry///Accessories///Glasses";"en";"Is2or"
"1073";"Fashion & Jewelry///Accessories///Belts";"en";"Is2or"
"1074";"Fashion & Jewelry///Accessories///Sunglasses";"en";"Is2or"
"1075";"Fashion & Jewelry///Accessories///Hats";"en";"Is2or"
"1076";"Fashion & Jewelry///Accessories///Umbrella";"en";"Is2or"
"1077";"Fashion & Jewelry///Accessories///Hair Accessories";"en";"Is2or"
"1078";"Fashion & Jewelry///Accessories///Body Accessories";"en";"Is2or"
"1080";"Automotive & Travel///Travelling///Suitcases";"en";"Is2or"
"1081";"Automotive & Travel///Travelling///Travel Bag";"en";"Is2or"
"1082";"Automotive & Travel///Travelling///Travel Accessories";"en";"Is2or"
"1083";"Fashion & Jewelry///Men///Traditional Clothes";"en";"Is2or"
"1084";"Home & Living///Furnitures///Cushions";"en";"Is2or"
"1085";"Home & Living///Kitchen & Dining///Beverage Storage";"en";"Is2or"
"1086";"Electronics & Digital///Home Electronics & Appliances///Refrigerator & Freezer";"en";"Is2or"
"1087";"Electronics & Digital///Home Electronics & Appliances///Vacuum Cleaner";"en";"Is2or"
"1088";"Electronics & Digital///Home Electronics & Appliances///Multimedia Devices";"en";"Is2or"
"1089";"Electronics & Digital///Home Electronics & Appliances///Kitchen Appliances";"en";"Is2or"
"1090";"Electronics & Digital///Home Electronics & Appliances///Air Conditioner";"en";"Is2or"
"1091";"Electronics & Digital///Home Electronics & Appliances///Fan";"en";"Is2or"
"1092";"Electronics & Digital///Home Electronics & Appliances///Small Electronic Devices";"en";"Is2or"
"1095";"Electronics & Digital///Home Electronics & Appliances///Air Purifier";"en";"Is2or"
"1096";"Electronics & Digital///Home Electronics & Appliances///Dishwaser";"en";"Is2or"
"1097";"Electronics & Digital///Home Electronics & Appliances///Stove & Hood";"en";"Is2or"
"1099";"Electronics & Digital///Camera, Video, Studio Equipments///Digital Camera";"en";"Is2or"
"1100";"Electronics & Digital///Camera, Video, Studio Equipments///Analog Camera";"en";"Is2or"
"1101";"Electronics & Digital///Camera, Video, Studio Equipments///Video Camera";"en";"Is2or"
"1102";"Electronics & Digital///Camera, Video, Studio Equipments///Photo Frame & Film";"en";"Is2or"
"1103";"Electronics & Digital///Camera, Video, Studio Equipments///Camera Accessories";"en";"Is2or"
"1104";"Electronics & Digital///Camera, Video, Studio Equipments///Studio Equipment";"en";"Is2or"
"1105";"Electronics & Digital///Camera, Video, Studio Equipments///Videography Equipment";"en";"Is2or"
"1106";"Electronics & Digital///Mobile Phone, Tablet, Gadget Accessories///Headphones";"en";"Is2or"
"1107";"Home & Living///Office & Stationery///Stationery";"en";"Is2or"
"1108";"Home & Living///Office & Stationery///Document Organizer";"en";"Is2or"
"1109";"Home & Living///Office & Stationery///Paper";"en";"Is2or"
"1110";"Home & Living///Office & Stationery///Drawing Equipment";"en";"Is2or"
"1111";"Home & Living///Office & Stationery///Painting Equipment";"en";"Is2or"
"1112";"Home & Living///Office & Stationery///Calligraphy Equipment";"en";"Is2or"
"1113";"Home & Living///Office & Stationery///Handicraft Equipment";"en";"Is2or"
"1114";"Home & Living///Office & Stationery///Binder & Writing Book";"en";"Is2or"
"1115";"Plants & Flowers///Artificial Plants///Artificial Plant";"en";"Is2or"
"1116";"Plants & Flowers///Artificial Plants///Artificial Flower";"en";"Is2or"
"1117";"Plants & Flowers///Artificial Plants///Artificial Grass";"en";"Is2or"
"1118";"Plants & Flowers///Gifts & Accessories///Flower Bouquet";"en";"Is2or"
"1119";"Plants & Flowers///Gifts & Accessories///Flower Arrangement";"en";"Is2or"
"1120";"Plants & Flowers///Gifts & Accessories///Gift Set";"en";"Is2or"
"1121";"Plants & Flowers///Gifts & Accessories///Ribbon & Wrapping";"en";"Is2or"
"1122";"Plants & Flowers///Seeds & Bulbs///Flower Seed";"en";"Is2or"
"1123";"Plants & Flowers///Seeds & Bulbs///Vegetable Seed";"en";"Is2or"
"1124";"Plants & Flowers///Seeds & Bulbs///Fruit Seed";"en";"Is2or"
"1125";"Plants & Flowers///Seeds & Bulbs///Herb Seed";"en";"Is2or"
"1126";"Plants & Flowers///Seeds & Bulbs///Microgreens & Sprouting Seeds";"en";"Is2or"
"1127";"Plants & Flowers///Seeds & Bulbs///Bulbs";"en";"Is2or"
"1128";"Fashion & Jewelry///Kids///Dress";"en";"Is2or"
